chap;code_icd;diagnostic;hosp_class;hosp_de_jour
VI - Maladies du système nerveux (G00-G99);G51;affections du nerf facial;479;38
VI - Maladies du système nerveux (G00-G99);G52;affections des autres nerfs crâniens;91;81
VI - Maladies du système nerveux (G00-G99);G53;troubles des nerfs crâniens au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G54;troubles des racines et des plexus nerveux;414;97
VI - Maladies du système nerveux (G00-G99);G55;compression des racines et des plexus nerveux au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G56;mononévrites du membre supérieur;1098;35558
VI - Maladies du système nerveux (G00-G99);G57;mononévrites du membre inférieur;391;1111
VI - Maladies du système nerveux (G00-G99);G58;autres mononévrites;254;279
VI - Maladies du système nerveux (G00-G99);G59;mononévrite au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G60;neuropathie héréditaire et idiopathique;282;< 5
VI - Maladies du système nerveux (G00-G99);G61;polynévrite inflammatoire;2496;272
VI - Maladies du système nerveux (G00-G99);G62;polynévrites, autres et non spécifiées;950;65
VI - Maladies du système nerveux (G00-G99);G63;polynévrite au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G64;autres troubles du système nerveux périphérique;< 5;< 5
VI - Maladies du système nerveux (G00-G99);G65;séquelles de polynévrites inflammatoires et toxiques;12;< 5
VI - Maladies du système nerveux (G00-G99);G70;myasthénie et autres affections neuromusculaires;304;31
VI - Maladies du système nerveux (G00-G99);G71;troubles musculaires primitifs;341;21
VI - Maladies du système nerveux (G00-G99);G72;myopathies, autres et non spécifiées;157;20
VI - Maladies du système nerveux (G00-G99);G73;troubles musculaires et neuromusculaires au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G80;paralysie cérébrale;216;263
VI - Maladies du système nerveux (G00-G99);G81;hémiplégie et hémiparésie;422;48
VI - Maladies du système nerveux (G00-G99);G82;paraplégie et tétraplégie;343;34
VI - Maladies du système nerveux (G00-G99);G83;autres syndromes paralytiques;355;37
VI - Maladies du système nerveux (G00-G99);G89;douleur, non classée ailleurs;5241;215134
VI - Maladies du système nerveux (G00-G99);G90;troubles du système nerveux autonome;414;349
VI - Maladies du système nerveux (G00-G99);G91;hydrocéphalie;962;35
VI - Maladies du système nerveux (G00-G99);G92;encéphalopathie toxique;124;0
VI - Maladies du système nerveux (G00-G99);G93;autres troubles de l'encéphale;1064;114
VI - Maladies du système nerveux (G00-G99);G94;autres troubles de l'encéphale au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G95;maladies de la moelle épinière, autres et non spécifiées;251;52
VI - Maladies du système nerveux (G00-G99);G96;autres troubles du système nerveux central;226;26
VI - Maladies du système nerveux (G00-G99);G97;troubles et complications peropératoires et postprocéduraux du système nerveux, non classés ailleurs;909;99
VI - Maladies du système nerveux (G00-G99);G98;autres troubles du système nerveux, non classés ailleurs;13;< 5
VI - Maladies du système nerveux (G00-G99);G99;autres troubles du système nerveux au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);;;134917;256940
VII - Maladies de l'œil et de ses annexes (H00-H59);H00;orgelet et chalazion;53;547
VII - Maladies de l'œil et de ses annexes (H00-H59);H01;autres inflammations de la paupière;9;33
VII - Maladies de l'œil et de ses annexes (H00-H59);H02;autres troubles des paupières;192;7458
VII - Maladies de l'œil et de ses annexes (H00-H59);H04;troubles de l'appareil lacrymal;297;1211
VII - Maladies de l'œil et de ses annexes (H00-H59);H05;troubles de l'orbite;243;42
VII - Maladies de l'œil et de ses annexes (H00-H59);H10;conjonctivite;83;31
VII - Maladies de l'œil et de ses annexes (H00-H59);H11;autres troubles de la conjonctive;36;824
VII - Maladies de l'œil et de ses annexes (H00-H59);H15;troubles de la sclérotique;10;< 5
VII - Maladies de l'œil et de ses annexes (H00-H59);H16;kératite;278;65
VII - Maladies de l'œil et de ses annexes (H00-H59);H17;cicatrices et opacités cornéennes;35;8
VII - Maladies de l'œil et de ses annexes (H00-H59);H18;autres troubles de la cornée;607;169
VII - Maladies de l'œil et de ses annexes (H00-H59);H20;iridocyclite;43;52
VII - Maladies de l'œil et de ses annexes (H00-H59);H21;autres troubles de l'iris et du corps ciliaire;26;49
VII - Maladies de l'œil et de ses annexes (H00-H59);H22;troubles de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H25;cataracte liée à l'âge;1270;74015
VII - Maladies de l'œil et de ses annexes (H00-H59);H26;autre cataracte;1193;53129
VII - Maladies de l'œil et de ses annexes (H00-H59);H27;autres troubles du cristallin;70;126
VII - Maladies de l'œil et de ses annexes (H00-H59);H28;cataracte au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H30;choriorétinite;17;18
VII - Maladies de l'œil et de ses annexes (H00-H59);H31;autres troubles de la choroïde;8;10
VII - Maladies de l'œil et de ses annexes (H00-H59);H32;troubles choriorétiniens au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H33;décollements et déchirures de la rétine;2439;1043
VII - Maladies de l'œil et de ses annexes (H00-H59);H34;occlusions vasculaires rétiniennes;195;15
VII - Maladies de l'œil et de ses annexes (H00-H59);H35;autres troubles rétiniens;1411;1174
VII - Maladies de l'œil et de ses annexes (H00-H59);H36;troubles rétiniens au cours de maladies classées ailleurs;0;< 5
VII - Maladies de l'œil et de ses annexes (H00-H59);H40;glaucome;796;1379
VII - Maladies de l'œil et de ses annexes (H00-H59);H42;glaucome au cours de maladies classées ailleurs;< 5;< 5
VII - Maladies de l'œil et de ses annexes (H00-H59);H43;troubles du corps vitré;892;744
VII - Maladies de l'œil et de ses annexes (H00-H59);H44;troubles du globe oculaire;159;69
VII - Maladies de l'œil et de ses annexes (H00-H59);H46;névrite optique;282;7
VII - Maladies de l'œil et de ses annexes (H00-H59);H47;autres troubles du nerf [II] et des voies optiques;124;17
VII - Maladies de l'œil et de ses annexes (H00-H59);H49;strabisme paralytique;251;86
VII - Maladies de l'œil et de ses annexes (H00-H59);H50;autres strabismes;118;3322
VII - Maladies de l'œil et de ses annexes (H00-H59);H51;autres anomalies des mouvements binoculaires;34;298
VII - Maladies de l'œil et de ses annexes (H00-H59);H52;vices de réfraction et troubles de l'accommodation;12;238
VII - Maladies de l'œil et de ses annexes (H00-H59);H53;troubles de la vision;379;85
VII - Maladies de l'œil et de ses annexes (H00-H59);H54;cécité et baisse de la vision;64;17
VII - Maladies de l'œil et de ses annexes (H00-H59);H55;nystagmus et autres anomalies des mouvements oculaires;65;36
VII - Maladies de l'œil et de ses annexes (H00-H59);H57;autres troubles de l'œil et de ses annexes;70;95
VII - Maladies de l'œil et de ses annexes (H00-H59);H59;complications et troubles peropératoires et postprocéduraux concernant l'œil et de ses annexes, non classées ailleurs;332;267
VII - Maladies de l'œil et de ses annexes (H00-H59);;;12095;146686
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H60;otite externe;262;155
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H61;autres troubles de l'oreille externe;157;656
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H62;troubles de l'oreille externe au cours de maladies classées ailleurs;0;< 5
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H65;otite moyenne non suppurée;477;17129
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H66;otite moyenne suppurée et non spécifiée;1906;4632
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H67;otite moyenne au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H68;salpingite et obstruction de la trompe d'Eustache;< 5;41
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H69;affections de la trompe d'Eustache, autres et non spécifiées;6;135
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H70;mastoïdite et affections apparentées;296;32
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H71;cholestéatome de l'oreille moyenne;1012;208
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H72;perforation du tympan;1237;1257
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H73;autres troubles du tympan;154;425
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H74;autres troubles de l'oreille moyenne et de l'apophyse mastoïde;257;254
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H75;autres troubles de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H80;otosclérose;656;25
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H81;atteintes des fonctions vestibulaires;3936;198
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H82;syndromes vertigineux au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H83;autres maladies de l'oreille interne;136;38
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H90;perte de l'audition de transmission et neurosensorielle;493;257
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H91;pertes de l'audition, autres et non spécifiées;301;306
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H92;otalgie et écoulement par l'oreille;41;98
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H93;autres troubles de l'oreille, non classés ailleurs;274;212
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H94;autres troubles de l'oreille au cours de maladies classées ailleurs;< 5;< 5
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H95;complications et troubles peropératoires et postprocéduraux concernant l'oreille et l'apophyse mastoïde, non classés ailleurs;235;46
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);;;11845;26107
IX - Maladies de l'appareil circulatoire (I00-I99);I00;rhumatisme articulaire aigu, sans mention d'une atteinte cardiaque;16;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I01;rhumatisme articulaire aigu, avec atteinte cardiaque;16;0
IX - Maladies de l'appareil circulatoire (I00-I99);I02;chorée rhumatismale;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I05;maladies rhumatismales de la valvule mitrale;117;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I06;maladies rhumatismales de la valvule aortique;38;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I07;maladies rhumatismales de la valvule tricuspide;11;0
IX - Maladies de l'appareil circulatoire (I00-I99);I08;maladies de plusieurs valvules;98;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I09;autres cardiopathies rhumatismales;12;0
IX - Maladies de l'appareil circulatoire (I00-I99);I10;hypertension essentielle (primitive);1626;102
IX - Maladies de l'appareil circulatoire (I00-I99);I11;cardiopathie hypertensive;5759;134
IX - Maladies de l'appareil circulatoire (I00-I99);I12;néphropathie hypertensive chronique;2351;308
IX - Maladies de l'appareil circulatoire (I00-I99);I13;cardionéphropathie hypertensive et néphropathie chronique;9763;98
IX - Maladies de l'appareil circulatoire (I00-I99);I15;hypertension secondaire;52;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I20;angine de poitrine;2517;1266
IX - Maladies de l'appareil circulatoire (I00-I99);I21;infarctus du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI);17250;1125
IX - Maladies de l'appareil circulatoire (I00-I99);I22;infarctus du myocarde à répétition avec ou sans élévation du segment ST (STEMI/NSTEMI);116;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I23;certaines complications récentes d'un infarctus aigu du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI), dans un délai de 28 jours;34;0
IX - Maladies de l'appareil circulatoire (I00-I99);I24;autres cardiopathies ischémiques aiguës;422;61
IX - Maladies de l'appareil circulatoire (I00-I99);I25;cardiopathie ischémique chronique;32984;16470
IX - Maladies de l'appareil circulatoire (I00-I99);I26;embolie pulmonaire;5596;18
IX - Maladies de l'appareil circulatoire (I00-I99);I27;autres maladies cardiopulmonaires;997;61
IX - Maladies de l'appareil circulatoire (I00-I99);I28;autres maladies des vaisseaux pulmonaires;40;10
IX - Maladies de l'appareil circulatoire (I00-I99);I30;péricardite aiguë;1366;11
IX - Maladies de l'appareil circulatoire (I00-I99);I31;autres maladies du péricarde;840;26
IX - Maladies de l'appareil circulatoire (I00-I99);I32;péricardite au cours de maladies classées ailleurs;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I33;endocardite aiguë et subaiguë;416;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I34;troubles non rhumatismaux de la valvule mitrale;2021;363
IX - Maladies de l'appareil circulatoire (I00-I99);I35;troubles non rhumatismaux de la valvule aortique;6102;669
IX - Maladies de l'appareil circulatoire (I00-I99);I36;troubles non rhumatismaux de la valvule tricuspide;118;12
IX - Maladies de l'appareil circulatoire (I00-I99);I37;troubles non rhumatismaux de la valvule pulmonaire;36;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I38;endocardite, valvule non spécifiée;23;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I39;endocardite et troubles valvulaires cardiaques au cours de maladies classées ailleurs;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I40;myocardite aiguë;300;7
IX - Maladies de l'appareil circulatoire (I00-I99);I41;myocardite au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I42;myocardiopathie;1290;342
IX - Maladies de l'appareil circulatoire (I00-I99);I43;myocardiopathie au cours de maladies classées ailleurs;< 5;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I44;bloc de branche gauche et auriculoventriculaire;3903;118
IX - Maladies de l'appareil circulatoire (I00-I99);I45;autres troubles de la conduction;1162;65
IX - Maladies de l'appareil circulatoire (I00-I99);I46;arrêt cardiaque;872;42
IX - Maladies de l'appareil circulatoire (I00-I99);I47;tachycardie paroxystique;6133;743
IX - Maladies de l'appareil circulatoire (I00-I99);I48;fibrillation et flutter auriculaires;23769;7207
IX - Maladies de l'appareil circulatoire (I00-I99);I49;autres arythmies cardiaques;5083;450
IX - Maladies de l'appareil circulatoire (I00-I99);I50;défaillance cardiaque;14579;243
IX - Maladies de l'appareil circulatoire (I00-I99);I51;complications de cardiopathies et cardiopathies mal définies;1102;190
IX - Maladies de l'appareil circulatoire (I00-I99);I52;d'autres cardiopathies au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I60;hémorragie sous-arachnoïdienne non traumatique;1034;29
IX - Maladies de l'appareil circulatoire (I00-I99);I61;hémorragie intracérébrale non traumatique;2722;17
IX - Maladies de l'appareil circulatoire (I00-I99);I62;hémorragies intracrâniennes non traumatiques, autres et non spécifiées;1055;8
IX - Maladies de l'appareil circulatoire (I00-I99);I63;infarctus cérébral;17717;82
IX - Maladies de l'appareil circulatoire (I00-I99);I65;occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral;3367;117
IX - Maladies de l'appareil circulatoire (I00-I99);I66;occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral;123;22
IX - Maladies de l'appareil circulatoire (I00-I99);I67;autres maladies cérébrovasculaires;2275;379
IX - Maladies de l'appareil circulatoire (I00-I99);I68;troubles cérébrovasculaires au cours de maladies classées ailleurs;10;0
IX - Maladies de l'appareil circulatoire (I00-I99);I69;séquelles d'une maladie cérébrovasculaire;2468;52
IX - Maladies de l'appareil circulatoire (I00-I99);I70;athérosclérose;18223;1923
IX - Maladies de l'appareil circulatoire (I00-I99);I71;anévrisme aortique et dissection;2894;63
IX - Maladies de l'appareil circulatoire (I00-I99);I72;autres anévrismes;882;95
IX - Maladies de l'appareil circulatoire (I00-I99);I73;autres maladies vasculaires périphériques;176;45
IX - Maladies de l'appareil circulatoire (I00-I99);I74;embolie et thrombose artérielles;1772;95
IX - Maladies de l'appareil circulatoire (I00-I99);I75;athéroembolie;110;10
IX - Maladies de l'appareil circulatoire (I00-I99);I76;embolie artérielle septique;6;0
IX - Maladies de l'appareil circulatoire (I00-I99);I77;autres troubles des artères et artérioles;758;160
IX - Maladies de l'appareil circulatoire (I00-I99);I78;maladies des capillaires;62;176
IX - Maladies de l'appareil circulatoire (I00-I99);I79;troubles des artères, artérioles et capillaires au cours de maladies classées ailleurs;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I80;phlébite et thrombophlébite;650;101
IX - Maladies de l'appareil circulatoire (I00-I99);I81;thrombose de la veine porte;171;9
IX - Maladies de l'appareil circulatoire (I00-I99);I82;autres embolies et thromboses veineuses;1176;130
IX - Maladies de l'appareil circulatoire (I00-I99);I83;varices des membres inférieurs;2334;20776
IX - Maladies de l'appareil circulatoire (I00-I99);I85;varices œsophagiennes;272;392
IX - Maladies de l'appareil circulatoire (I00-I99);I86;varices d'autres sites;144;1398
IX - Maladies de l'appareil circulatoire (I00-I99);I87;autres troubles veineux;948;3167
IX - Maladies de l'appareil circulatoire (I00-I99);I88;lymphadénite non spécifique;1142;106
IX - Maladies de l'appareil circulatoire (I00-I99);I89;autres troubles non infectieux des vaisseaux et des ganglions lymphatiques;557;79
IX - Maladies de l'appareil circulatoire (I00-I99);I95;hypotension;4895;12
IX - Maladies de l'appareil circulatoire (I00-I99);I96;gangrène, non classée ailleurs;310;109
IX - Maladies de l'appareil circulatoire (I00-I99);I97;troubles et complications peropératoires et postprocéduraux de l'appareil circulatoire, non classés ailleurs;998;132
IX - Maladies de l'appareil circulatoire (I00-I99);I99;troubles autres et non spécifiés de l'appareil circulatoire;69;39
IX - Maladies de l'appareil circulatoire (I00-I99);;;218258;59886
X - Maladies de l'appareil respiratoire (J00-J99);J00;rhinopharyngite aiguë [rhume banal];2142;8
X - Maladies de l'appareil respiratoire (J00-J99);J01;sinusite aiguë;703;116
X - Maladies de l'appareil respiratoire (J00-J99);J02;pharyngite aiguë;1664;23
X - Maladies de l'appareil respiratoire (J00-J99);J03;amygdalite aiguë;5044;2237
X - Maladies de l'appareil respiratoire (J00-J99);J04;laryngite et trachéite aiguës;765;16
X - Maladies de l'appareil respiratoire (J00-J99);J05;laryngite obstructive aiguë [croup] et épiglottite aiguë;521;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J06;infections aiguës des voies respiratoires supérieures, de sites multiples et non spécifiés;3936;33
X - Maladies de l'appareil respiratoire (J00-J99);J09;grippe due à des virus grippaux identifiés;1651;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J10;grippe due à un autre virus grippal identifié;5324;5
X - Maladies de l'appareil respiratoire (J00-J99);J11;grippe due à un virus grippal non identifié;2725;10
X - Maladies de l'appareil respiratoire (J00-J99);J12;pneumonies virales, non classées ailleurs;1654;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J13;pneumonie à Streptococcus pneumoniae;1428;5
X - Maladies de l'appareil respiratoire (J00-J99);J14;pneumonie à Haemophilus influenzae;724;17
X - Maladies de l'appareil respiratoire (J00-J99);J15;pneumonie bactérienne, non classée ailleurs;6030;40
X - Maladies de l'appareil respiratoire (J00-J99);J16;pneumonie due à d'autres micro-organismes infectieux, non classée ailleurs;609;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J17;pneumonie au cours de maladies classées ailleurs;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);J18;pneumonie, à germe non spécifié;26690;161
X - Maladies de l'appareil respiratoire (J00-J99);J20;bronchite aiguë;9360;84
X - Maladies de l'appareil respiratoire (J00-J99);J21;bronchiolite aiguë;13395;38
X - Maladies de l'appareil respiratoire (J00-J99);J22;infection aiguë des voies respiratoires inférieures, non spécifiée;1175;19
X - Maladies de l'appareil respiratoire (J00-J99);J30;rhinite allergique et vasomotrice;104;100
X - Maladies de l'appareil respiratoire (J00-J99);J31;rhinite, rhinopharyngite et pharyngite chroniques;237;251
X - Maladies de l'appareil respiratoire (J00-J99);J32;sinusite chronique;3335;3050
X - Maladies de l'appareil respiratoire (J00-J99);J33;polype nasal;663;469
X - Maladies de l'appareil respiratoire (J00-J99);J34;maladies du nez et des sinus nasaux, autres et non spécifiées;6418;7390
X - Maladies de l'appareil respiratoire (J00-J99);J35;maladies chroniques des amygdales et des végétations adénoïdes;4670;22913
X - Maladies de l'appareil respiratoire (J00-J99);J36;angine phlegmoneuse;1722;72
X - Maladies de l'appareil respiratoire (J00-J99);J37;laryngite et laryngo-trachéite chroniques;17;44
X - Maladies de l'appareil respiratoire (J00-J99);J38;maladies des cordes vocales et du larynx, non classées ailleurs;675;1984
X - Maladies de l'appareil respiratoire (J00-J99);J39;autres maladies des voies respiratoires supérieures;663;576
X - Maladies de l'appareil respiratoire (J00-J99);J40;bronchite, non spécifiée comme aiguë ou chronique;1190;122
X - Maladies de l'appareil respiratoire (J00-J99);J41;bronchite chronique simple et muco-purulente;34;31
X - Maladies de l'appareil respiratoire (J00-J99);J42;bronchite chronique, non spécifiée;154;173
X - Maladies de l'appareil respiratoire (J00-J99);J43;emphysème;242;22
X - Maladies de l'appareil respiratoire (J00-J99);J44;autre bronchopneumopathie chronique obstructive (BPCO);32768;575
X - Maladies de l'appareil respiratoire (J00-J99);J45;asthme;5404;133
X - Maladies de l'appareil respiratoire (J00-J99);J47;bronchectasie;1321;247
X - Maladies de l'appareil respiratoire (J00-J99);J60;pneumoconiose des mineurs de charbon;66;23
X - Maladies de l'appareil respiratoire (J00-J99);J61;pneumoconiose due à l'amiante et à d'autres fibres minérales;14;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J62;pneumoconiose due à la poussière de silice;19;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J63;pneumoconiose due à d'autres poussières inorganiques;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);J64;pneumoconiose, non spécifiée;10;5
X - Maladies de l'appareil respiratoire (J00-J99);J65;pneumoconiose associée à la tuberculose;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);J66;maladie des voies aériennes due à des poussières organiques spécifiées;0;0
X - Maladies de l'appareil respiratoire (J00-J99);J67;pneumonie par hypersensibilité aux poussières organiques;138;10
X - Maladies de l'appareil respiratoire (J00-J99);J68;affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz;26;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J69;pneumonie due à des substances solides et liquides;4251;8
X - Maladies de l'appareil respiratoire (J00-J99);J70;affections respiratoires dues à d'autres agents externes;332;37
X - Maladies de l'appareil respiratoire (J00-J99);J80;syndrome de détresse respiratoire aiguë;187;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J81;œdème pulmonaire;424;5
X - Maladies de l'appareil respiratoire (J00-J99);J82;éosinophilie pulmonaire, non classée ailleurs;106;14
X - Maladies de l'appareil respiratoire (J00-J99);J84;autres maladies pulmonaires interstitielles;1491;188
X - Maladies de l'appareil respiratoire (J00-J99);J85;abcès du poumon et du médiastin;389;31
X - Maladies de l'appareil respiratoire (J00-J99);J86;pyothorax;450;66
X - Maladies de l'appareil respiratoire (J00-J99);J90;épanchement pleural, non classé ailleurs;1073;54
X - Maladies de l'appareil respiratoire (J00-J99);J91;épanchement pleural au cours de maladies classées ailleurs;238;17
X - Maladies de l'appareil respiratoire (J00-J99);J92;plaque pleurale;34;5
X - Maladies de l'appareil respiratoire (J00-J99);J93;pneumothorax et fuite d'air;1712;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J94;autres affections pleurales;168;6
X - Maladies de l'appareil respiratoire (J00-J99);J95;troubles et complications peropératoires et postprocéduraux du système respiratoire, non classées ailleurs;1585;268
X - Maladies de l'appareil respiratoire (J00-J99);J96;insuffisance respiratoire, non classée ailleurs;1225;9
X - Maladies de l'appareil respiratoire (J00-J99);J98;autres troubles respiratoires;2162;1075
X - Maladies de l'appareil respiratoire (J00-J99);J99;troubles respiratoires au cours de maladies classées ailleurs;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);;;161266;42807
XI - Maladies de l'appareil digestif (K00-K95);K00;troubles de l'odontogenèse et de l'éruption dentaire;44;8846
XI - Maladies de l'appareil digestif (K00-K95);K01;dents incluses et enclavées;376;62877
XI - Maladies de l'appareil digestif (K00-K95);K02;caries dentaires;475;33912
XI - Maladies de l'appareil digestif (K00-K95);K03;autres maladies des tissus dentaires durs;27;2507
XI - Maladies de l'appareil digestif (K00-K95);K04;maladies de la pulpe et des tissus périapicaux;862;13781
XI - Maladies de l'appareil digestif (K00-K95);K05;gingivite et maladies périodontales;245;2639
XI - Maladies de l'appareil digestif (K00-K95);K06;autres troubles de la gencive et de la crête alvéolaire édentée;34;628
XI - Maladies de l'appareil digestif (K00-K95);K08;autres troubles des dents et du parodonte;554;21400
XI - Maladies de l'appareil digestif (K00-K95);K09;kystes de la région buccale, non classés ailleurs;45;688
XI - Maladies de l'appareil digestif (K00-K95);K11;maladies des glandes salivaires;671;588
XI - Maladies de l'appareil digestif (K00-K95);K12;stomatites et affections apparentées;1270;469
XI - Maladies de l'appareil digestif (K00-K95);K13;autres maladies des lèvres et de la muqueuse buccale;208;1293
XI - Maladies de l'appareil digestif (K00-K95);K14;maladies de la langue;82;197
XI - Maladies de l'appareil digestif (K00-K95);K20;œsophagite;566;3020
XI - Maladies de l'appareil digestif (K00-K95);K21;reflux gastro-œsophagien;5440;9676
XI - Maladies de l'appareil digestif (K00-K95);K22;autres maladies de l'œsophage;3402;6953
XI - Maladies de l'appareil digestif (K00-K95);K23;troubles de l'œsophage au cours de maladies classées ailleurs;0;0
XI - Maladies de l'appareil digestif (K00-K95);K25;ulcère de l'estomac;2384;1190
XI - Maladies de l'appareil digestif (K00-K95);K26;ulcère du duodénum;1598;265
XI - Maladies de l'appareil digestif (K00-K95);K27;ulcère peptique, de site non spécifié;55;10
XI - Maladies de l'appareil digestif (K00-K95);K28;ulcère gastro-jéjunal;364;134
XI - Maladies de l'appareil digestif (K00-K95);K29;gastrite et duodénite;4392;15524
XI - Maladies de l'appareil digestif (K00-K95);K30;dyspepsie fonctionnelle;275;278
XI - Maladies de l'appareil digestif (K00-K95);K31;autres maladies de l'estomac et du duodénum;1792;2542
XI - Maladies de l'appareil digestif (K00-K95);K35;appendicite aiguë;14398;91
XI - Maladies de l'appareil digestif (K00-K95);K36;autres formes d'appendicite;336;46
XI - Maladies de l'appareil digestif (K00-K95);K37;appendicite, non spécifiée;242;22
XI - Maladies de l'appareil digestif (K00-K95);K38;autres maladies de l'appendice;174;40
XI - Maladies de l'appareil digestif (K00-K95);K40;hernie inguinale;13149;11114
XI - Maladies de l'appareil digestif (K00-K95);K41;hernie crurale;309;130
XI - Maladies de l'appareil digestif (K00-K95);K42;hernie ombilicale;3370;3364
XI - Maladies de l'appareil digestif (K00-K95);K43;hernie ventrale;6803;1415
XI - Maladies de l'appareil digestif (K00-K95);K44;hernie diaphragmatique;1658;2285
XI - Maladies de l'appareil digestif (K00-K95);K45;autres hernies abdominales;229;23
XI - Maladies de l'appareil digestif (K00-K95);K46;hernie abdominale non spécifiée;339;31
XI - Maladies de l'appareil digestif (K00-K95);K50;maladie de Crohn [entérite régionale];3084;6061
XI - Maladies de l'appareil digestif (K00-K95);K51;colite ulcéreuse;1320;3875
XI - Maladies de l'appareil digestif (K00-K95);K52;autres gastro-entérites et colites non infectieuses;12386;4086
XI - Maladies de l'appareil digestif (K00-K95);K55;troubles vasculaires de l'intestin;2359;650
XI - Maladies de l'appareil digestif (K00-K95);K56;iléus paralytique et occlusion intestinale sans hernie;11814;566
XI - Maladies de l'appareil digestif (K00-K95);K57;diverticulose de l'intestin;12706;22788
XI - Maladies de l'appareil digestif (K00-K95);K58;syndrome de l'intestin irritable;867;4198
