chap;code_icd;diagnostic;hosp_class;hosp_de_jour
5 - Troubles mentaux et du comportement (F00-F99);F81;troubles spécifiques du développement des acquisitions scolaires;37;< 5
5 - Troubles mentaux et du comportement (F00-F99);F82;trouble spécifique du développement moteur;42;83
5 - Troubles mentaux et du comportement (F00-F99);F84;troubles envahissants du développement;199;130
5 - Troubles mentaux et du comportement (F00-F99);F88;autres troubles du développement psychologique;28;42
5 - Troubles mentaux et du comportement (F00-F99);F89;trouble du développement psychologique, non spécifié;37;109
5 - Troubles mentaux et du comportement (F00-F99);F90;troubles de l'attention et hyperactivité;55;< 5
5 - Troubles mentaux et du comportement (F00-F99);F91;troubles du comportement;519;17
5 - Troubles mentaux et du comportement (F00-F99);F93;troubles émotionnels apparaissant spécifiquement dans l'enfance;26;0
5 - Troubles mentaux et du comportement (F00-F99);F94;troubles du fonctionnement social apparaissant spécifiquement durant l'enfance et l'adolescence;32;0
5 - Troubles mentaux et du comportement (F00-F99);F95;tics;41;6
5 - Troubles mentaux et du comportement (F00-F99);F98;autres troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence;100;17
5 - Troubles mentaux et du comportement (F00-F99);F99;trouble mental, sans autre indication;207;< 5
5 - Troubles mentaux et du comportement (F00-F99);;;35300;2468
6 - Maladies du système nerveux (G00-G99);G00;méningite bactérienne, non classée ailleurs;262;< 5
6 - Maladies du système nerveux (G00-G99);G01;méningite au cours de maladies bactériennes classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G02;méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G03;méningite de causes autres et non spécifiées;192;5
6 - Maladies du système nerveux (G00-G99);G04;encéphalite, myélite et encéphalomyélite;395;41
6 - Maladies du système nerveux (G00-G99);G05;encéphalite, myélite et encéphalomyélite au cours de maladies classées ailleurs;< 5;0
6 - Maladies du système nerveux (G00-G99);G06;abcès et granulome intracrâniens et intrarachidiens;135;0
6 - Maladies du système nerveux (G00-G99);G07;abcès et granulome intracrâniens et intrarachidiens au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G08;phlébite et thrombophlébite intracrâniennes et intrarachidiennes;89;< 5
6 - Maladies du système nerveux (G00-G99);G09;séquelles d'affections inflammatoires du système nerveux central;5;< 5
6 - Maladies du système nerveux (G00-G99);G10;chorée de Huntington;83;< 5
6 - Maladies du système nerveux (G00-G99);G11;ataxie héréditaire;118;11
6 - Maladies du système nerveux (G00-G99);G12;amyotrophie spinale et syndromes apparentés;714;36
6 - Maladies du système nerveux (G00-G99);G13;affections dégénératives systémiques affectant principalement le système nerveux central au cours de maladies classées ailleurs;5;0
6 - Maladies du système nerveux (G00-G99);G14;syndrome postpoliomyélitique;< 5;0
6 - Maladies du système nerveux (G00-G99);G20;maladie de Parkinson;2909;39
6 - Maladies du système nerveux (G00-G99);G21;syndrome parkinsonien secondaire;199;< 5
6 - Maladies du système nerveux (G00-G99);G23;autres maladies dégénératives des noyaux gris centraux;127;5
6 - Maladies du système nerveux (G00-G99);G24;dystonie;181;33
6 - Maladies du système nerveux (G00-G99);G25;autres syndromes extrapyramidaux et troubles de la motricité;1373;32
6 - Maladies du système nerveux (G00-G99);G26;syndromes extrapyramidaux et troubles de la motricité au cours de maladies classées ailleurs;9;0
6 - Maladies du système nerveux (G00-G99);G30;maladie d'Alzheimer;4915;22
6 - Maladies du système nerveux (G00-G99);G31;autres maladies dégénératives du système nerveux, non classées ailleurs;2499;27
6 - Maladies du système nerveux (G00-G99);G32;autres affections dégénératives du système nerveux au cours de maladies classées ailleurs;6;0
6 - Maladies du système nerveux (G00-G99);G35;sclérose en plaques;1925;119
6 - Maladies du système nerveux (G00-G99);G36;autre démyélinisation aiguë disséminée;103;71
6 - Maladies du système nerveux (G00-G99);G37;autres maladies démyélinisantes du système nerveux central;157;11
6 - Maladies du système nerveux (G00-G99);G40;épilepsie et crises récurrentes;16145;289
6 - Maladies du système nerveux (G00-G99);G43;migraine;3282;73
6 - Maladies du système nerveux (G00-G99);G44;autres syndromes d'algies céphaliques;1610;84
6 - Maladies du système nerveux (G00-G99);G45;accidents ischémiques cérébraux transitoires et syndromes apparentés;8170;29
6 - Maladies du système nerveux (G00-G99);G46;syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires;45;0
6 - Maladies du système nerveux (G00-G99);G47;troubles du sommeil;75232;2428
6 - Maladies du système nerveux (G00-G99);G50;affections du nerf trijumeau;500;139
6 - Maladies du système nerveux (G00-G99);G51;affections du nerf facial;495;40
6 - Maladies du système nerveux (G00-G99);G52;affections des autres nerfs crâniens;78;75
6 - Maladies du système nerveux (G00-G99);G53;troubles des nerfs crâniens au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G54;troubles des racines et des plexus nerveux;347;83
6 - Maladies du système nerveux (G00-G99);G55;compression des racines et des plexus nerveux au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G56;mononévrites du membre supérieur;1008;35601
6 - Maladies du système nerveux (G00-G99);G57;mononévrites du membre inférieur;346;1178
6 - Maladies du système nerveux (G00-G99);G58;autres mononévrites;272;317
6 - Maladies du système nerveux (G00-G99);G59;mononévrite au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G60;neuropathie héréditaire et idiopathique;233;10
6 - Maladies du système nerveux (G00-G99);G61;polynévrite inflammatoire;2244;376
6 - Maladies du système nerveux (G00-G99);G62;polynévrites, autres et non spécifiées;986;95
6 - Maladies du système nerveux (G00-G99);G63;polynévrite au cours de maladies classées ailleurs;< 5;< 5
6 - Maladies du système nerveux (G00-G99);G64;autres troubles du système nerveux périphérique;12;< 5
6 - Maladies du système nerveux (G00-G99);G65;séquelles de polynévrites inflammatoires et toxiques;7;0
6 - Maladies du système nerveux (G00-G99);G70;myasthénie et autres affections neuromusculaires;286;28
6 - Maladies du système nerveux (G00-G99);G71;troubles musculaires primitifs;317;26
6 - Maladies du système nerveux (G00-G99);G72;myopathies, autres et non spécifiées;162;19
6 - Maladies du système nerveux (G00-G99);G73;troubles musculaires et neuromusculaires au cours de maladies classées ailleurs;< 5;0
6 - Maladies du système nerveux (G00-G99);G80;paralysie cérébrale;208;289
6 - Maladies du système nerveux (G00-G99);G81;hémiplégie et hémiparésie;421;33
6 - Maladies du système nerveux (G00-G99);G82;paraplégie et tétraplégie;271;26
6 - Maladies du système nerveux (G00-G99);G83;autres syndromes paralytiques;348;23
6 - Maladies du système nerveux (G00-G99);G89;douleur, non classée ailleurs;5107;235963
6 - Maladies du système nerveux (G00-G99);G90;troubles du système nerveux autonome;405;174
6 - Maladies du système nerveux (G00-G99);G91;hydrocéphalie;887;29
6 - Maladies du système nerveux (G00-G99);G92;encéphalopathie toxique;167;0
6 - Maladies du système nerveux (G00-G99);G93;autres troubles de l'encéphale;1061;93
6 - Maladies du système nerveux (G00-G99);G94;autres troubles de l'encéphale au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G95;maladies de la moelle épinière, autres et non spécifiées;248;69
6 - Maladies du système nerveux (G00-G99);G96;autres troubles du système nerveux central;247;29
6 - Maladies du système nerveux (G00-G99);G97;troubles et complications peropératoires et postprocéduraux du système nerveux, non classés ailleurs;921;66
6 - Maladies du système nerveux (G00-G99);G98;autres troubles du système nerveux, non classés ailleurs;16;< 5
6 - Maladies du système nerveux (G00-G99);G99;autres troubles du système nerveux au cours de maladies classées ailleurs;< 5;< 5
6 - Maladies du système nerveux (G00-G99);;;138499;278147
7 - Maladies de l'œil et de ses annexes (H00-H59);H00;orgelet et chalazion;42;590
7 - Maladies de l'œil et de ses annexes (H00-H59);H01;autres inflammations de la paupière;5;36
7 - Maladies de l'œil et de ses annexes (H00-H59);H02;autres troubles des paupières;211;7776
7 - Maladies de l'œil et de ses annexes (H00-H59);H04;troubles de l'appareil lacrymal;308;1213
7 - Maladies de l'œil et de ses annexes (H00-H59);H05;troubles de l'orbite;237;45
7 - Maladies de l'œil et de ses annexes (H00-H59);H10;conjonctivite;78;16
7 - Maladies de l'œil et de ses annexes (H00-H59);H11;autres troubles de la conjonctive;36;860
7 - Maladies de l'œil et de ses annexes (H00-H59);H15;troubles de la sclérotique;7;13
7 - Maladies de l'œil et de ses annexes (H00-H59);H16;kératite;288;63
7 - Maladies de l'œil et de ses annexes (H00-H59);H17;cicatrices et opacités cornéennes;21;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H18;autres troubles de la cornée;618;200
7 - Maladies de l'œil et de ses annexes (H00-H59);H20;iridocyclite;31;46
7 - Maladies de l'œil et de ses annexes (H00-H59);H21;autres troubles de l'iris et du corps ciliaire;37;61
7 - Maladies de l'œil et de ses annexes (H00-H59);H22;troubles de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H25;cataracte liée à l'âge;1403;75579
7 - Maladies de l'œil et de ses annexes (H00-H59);H26;autre cataracte;1265;54567
7 - Maladies de l'œil et de ses annexes (H00-H59);H27;autres troubles du cristallin;76;191
7 - Maladies de l'œil et de ses annexes (H00-H59);H28;cataracte au cours de maladies classées ailleurs;0;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H30;choriorétinite;< 5;10
7 - Maladies de l'œil et de ses annexes (H00-H59);H31;autres troubles de la choroïde;19;11
7 - Maladies de l'œil et de ses annexes (H00-H59);H32;troubles choriorétiniens au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H33;décollements et déchirures de la rétine;2503;1021
7 - Maladies de l'œil et de ses annexes (H00-H59);H34;occlusions vasculaires rétiniennes;210;21
7 - Maladies de l'œil et de ses annexes (H00-H59);H35;autres troubles rétiniens;1541;1241
7 - Maladies de l'œil et de ses annexes (H00-H59);H36;troubles rétiniens au cours de maladies classées ailleurs;0;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H40;glaucome;740;1420
7 - Maladies de l'œil et de ses annexes (H00-H59);H42;glaucome au cours de maladies classées ailleurs;< 5;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H43;troubles du corps vitré;980;771
7 - Maladies de l'œil et de ses annexes (H00-H59);H44;troubles du globe oculaire;159;97
7 - Maladies de l'œil et de ses annexes (H00-H59);H46;névrite optique;288;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H47;autres troubles du nerf [II] et des voies optiques;148;25
7 - Maladies de l'œil et de ses annexes (H00-H59);H49;strabisme paralytique;279;84
7 - Maladies de l'œil et de ses annexes (H00-H59);H50;autres strabismes;122;3285
7 - Maladies de l'œil et de ses annexes (H00-H59);H51;autres anomalies des mouvements binoculaires;27;292
7 - Maladies de l'œil et de ses annexes (H00-H59);H52;vices de réfraction et troubles de l'accommodation;21;231
7 - Maladies de l'œil et de ses annexes (H00-H59);H53;troubles de la vision;393;48
7 - Maladies de l'œil et de ses annexes (H00-H59);H54;cécité et baisse de la vision;69;16
7 - Maladies de l'œil et de ses annexes (H00-H59);H55;nystagmus et autres anomalies des mouvements oculaires;50;36
7 - Maladies de l'œil et de ses annexes (H00-H59);H57;autres troubles de l'œil et de ses annexes;59;99
7 - Maladies de l'œil et de ses annexes (H00-H59);H59;complications et troubles peropératoires et postprocéduraux concernant l'œil et de ses annexes, non classées ailleurs;288;418
7 - Maladies de l'œil et de ses annexes (H00-H59);;;12566;150394
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H60;otite externe;219;168
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H61;autres troubles de l'oreille externe;154;701
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H62;troubles de l'oreille externe au cours de maladies classées ailleurs;< 5;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H65;otite moyenne non suppurée;581;18078
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H66;otite moyenne suppurée et non spécifiée;1906;4720
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H67;otite moyenne au cours de maladies classées ailleurs;< 5;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H68;salpingite et obstruction de la trompe d'Eustache;< 5;31
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H69;affections de la trompe d'Eustache, autres et non spécifiées;10;152
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H70;mastoïdite et affections apparentées;306;34
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H71;cholestéatome de l'oreille moyenne;1001;233
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H72;perforation du tympan;1222;1334
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H73;autres troubles du tympan;140;414
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H74;autres troubles de l'oreille moyenne et de l'apophyse mastoïde;230;204
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H75;autres troubles de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs;< 5;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H80;otosclérose;637;41
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H81;atteintes des fonctions vestibulaires;4158;193
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H82;syndromes vertigineux au cours de maladies classées ailleurs;5;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H83;autres maladies de l'oreille interne;134;18
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H90;perte de l'audition de transmission et neurosensorielle;514;295
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H91;pertes de l'audition, autres et non spécifiées;249;329
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H92;otalgie et écoulement par l'oreille;39;80
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H93;autres troubles de l'oreille, non classés ailleurs;291;164
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H94;autres troubles de l'oreille au cours de maladies classées ailleurs;0;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H95;complications et troubles peropératoires et postprocéduraux concernant l'oreille et l'apophyse mastoïde, non classés ailleurs;214;63
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);;;12018;27252
9 - Maladies de l'appareil circulatoire (I00-I99);I00;rhumatisme articulaire aigu, sans mention d'une atteinte cardiaque;14;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I01;rhumatisme articulaire aigu, avec atteinte cardiaque;23;0
9 - Maladies de l'appareil circulatoire (I00-I99);I02;chorée rhumatismale;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I05;maladies rhumatismales de la valvule mitrale;132;11
9 - Maladies de l'appareil circulatoire (I00-I99);I06;maladies rhumatismales de la valvule aortique;26;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I07;maladies rhumatismales de la valvule tricuspide;< 5;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I08;maladies de plusieurs valvules;90;6
9 - Maladies de l'appareil circulatoire (I00-I99);I09;autres cardiopathies rhumatismales;18;0
9 - Maladies de l'appareil circulatoire (I00-I99);I10;hypertension essentielle (primitive);1470;93
9 - Maladies de l'appareil circulatoire (I00-I99);I11;cardiopathie hypertensive;6410;210
9 - Maladies de l'appareil circulatoire (I00-I99);I12;néphropathie hypertensive chronique;2410;408
9 - Maladies de l'appareil circulatoire (I00-I99);I13;cardionéphropathie hypertensive et néphropathie chronique;11205;128
9 - Maladies de l'appareil circulatoire (I00-I99);I15;hypertension secondaire;79;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I20;angine de poitrine;2327;1473
9 - Maladies de l'appareil circulatoire (I00-I99);I21;infarctus du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI);17690;1173
9 - Maladies de l'appareil circulatoire (I00-I99);I22;infarctus du myocarde à répétition avec ou sans élévation du segment ST (STEMI/NSTEMI);90;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I23;certaines complications récentes d'un infarctus aigu du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI), dans un délai de 28 jours;39;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I24;autres cardiopathies ischémiques aiguës;441;62
9 - Maladies de l'appareil circulatoire (I00-I99);I25;cardiopathie ischémique chronique;34908;19518
9 - Maladies de l'appareil circulatoire (I00-I99);I26;embolie pulmonaire;5716;19
9 - Maladies de l'appareil circulatoire (I00-I99);I27;autres maladies cardiopulmonaires;978;49
9 - Maladies de l'appareil circulatoire (I00-I99);I28;autres maladies des vaisseaux pulmonaires;29;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I30;péricardite aiguë;1395;15
9 - Maladies de l'appareil circulatoire (I00-I99);I31;autres maladies du péricarde;798;32
9 - Maladies de l'appareil circulatoire (I00-I99);I32;péricardite au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I33;endocardite aiguë et subaiguë;411;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I34;troubles non rhumatismaux de la valvule mitrale;1935;394
9 - Maladies de l'appareil circulatoire (I00-I99);I35;troubles non rhumatismaux de la valvule aortique;5960;854
9 - Maladies de l'appareil circulatoire (I00-I99);I36;troubles non rhumatismaux de la valvule tricuspide;134;22
9 - Maladies de l'appareil circulatoire (I00-I99);I37;troubles non rhumatismaux de la valvule pulmonaire;22;0
9 - Maladies de l'appareil circulatoire (I00-I99);I38;endocardite, valvule non spécifiée;24;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I39;endocardite et troubles valvulaires cardiaques au cours de maladies classées ailleurs;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I40;myocardite aiguë;326;15
9 - Maladies de l'appareil circulatoire (I00-I99);I41;myocardite au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I42;myocardiopathie;1333;347
9 - Maladies de l'appareil circulatoire (I00-I99);I43;myocardiopathie au cours de maladies classées ailleurs;6;0
9 - Maladies de l'appareil circulatoire (I00-I99);I44;bloc de branche gauche et auriculoventriculaire;4053;145
9 - Maladies de l'appareil circulatoire (I00-I99);I45;autres troubles de la conduction;1126;73
9 - Maladies de l'appareil circulatoire (I00-I99);I46;arrêt cardiaque;832;67
9 - Maladies de l'appareil circulatoire (I00-I99);I47;tachycardie paroxystique;6298;768
9 - Maladies de l'appareil circulatoire (I00-I99);I48;fibrillation et flutter auriculaires;23357;7624
9 - Maladies de l'appareil circulatoire (I00-I99);I49;autres arythmies cardiaques;5149;610
9 - Maladies de l'appareil circulatoire (I00-I99);I50;défaillance cardiaque;14290;318
9 - Maladies de l'appareil circulatoire (I00-I99);I51;complications de cardiopathies et cardiopathies mal définies;1143;219
9 - Maladies de l'appareil circulatoire (I00-I99);I52;d'autres cardiopathies au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I60;hémorragie sous-arachnoïdienne non traumatique;922;38
9 - Maladies de l'appareil circulatoire (I00-I99);I61;hémorragie intracérébrale non traumatique;2747;16
9 - Maladies de l'appareil circulatoire (I00-I99);I62;hémorragies intracrâniennes non traumatiques, autres et non spécifiées;1036;12
9 - Maladies de l'appareil circulatoire (I00-I99);I63;infarctus cérébral;17469;86
9 - Maladies de l'appareil circulatoire (I00-I99);I65;occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral;3439;134
9 - Maladies de l'appareil circulatoire (I00-I99);I66;occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral;113;9
9 - Maladies de l'appareil circulatoire (I00-I99);I67;autres maladies cérébrovasculaires;2441;486
9 - Maladies de l'appareil circulatoire (I00-I99);I68;troubles cérébrovasculaires au cours de maladies classées ailleurs;10;0
9 - Maladies de l'appareil circulatoire (I00-I99);I69;séquelles d'une maladie cérébrovasculaire;2029;66
9 - Maladies de l'appareil circulatoire (I00-I99);I70;athérosclérose;17908;1965
9 - Maladies de l'appareil circulatoire (I00-I99);I71;anévrisme aortique et dissection;2971;92
9 - Maladies de l'appareil circulatoire (I00-I99);I72;autres anévrismes;899;107
9 - Maladies de l'appareil circulatoire (I00-I99);I73;autres maladies vasculaires périphériques;179;50
9 - Maladies de l'appareil circulatoire (I00-I99);I74;embolie et thrombose artérielles;1743;119
9 - Maladies de l'appareil circulatoire (I00-I99);I75;athéroembolie;89;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I76;embolie artérielle septique;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I77;autres troubles des artères et artérioles;777;229
9 - Maladies de l'appareil circulatoire (I00-I99);I78;maladies des capillaires;84;211
9 - Maladies de l'appareil circulatoire (I00-I99);I79;troubles des artères, artérioles et capillaires au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I80;phlébite et thrombophlébite;579;51
9 - Maladies de l'appareil circulatoire (I00-I99);I81;thrombose de la veine porte;192;13
9 - Maladies de l'appareil circulatoire (I00-I99);I82;autres embolies et thromboses veineuses;1181;127
9 - Maladies de l'appareil circulatoire (I00-I99);I83;varices des membres inférieurs;2049;20199
9 - Maladies de l'appareil circulatoire (I00-I99);I85;varices œsophagiennes;293;437
9 - Maladies de l'appareil circulatoire (I00-I99);I86;varices d'autres sites;142;1195
9 - Maladies de l'appareil circulatoire (I00-I99);I87;autres troubles veineux;917;3280
9 - Maladies de l'appareil circulatoire (I00-I99);I88;lymphadénite non spécifique;1045;102
9 - Maladies de l'appareil circulatoire (I00-I99);I89;autres troubles non infectieux des vaisseaux et des ganglions lymphatiques;522;79
9 - Maladies de l'appareil circulatoire (I00-I99);I95;hypotension;4827;13
9 - Maladies de l'appareil circulatoire (I00-I99);I96;gangrène, non classée ailleurs;304;126
9 - Maladies de l'appareil circulatoire (I00-I99);I97;troubles et complications peropératoires et postprocéduraux de l'appareil circulatoire, non classés ailleurs;1069;110
9 - Maladies de l'appareil circulatoire (I00-I99);I99;troubles autres et non spécifiés de l'appareil circulatoire;81;122
9 - Maladies de l'appareil circulatoire (I00-I99);;;220752;64149
10 - Maladies de l'appareil respiratoire (J00-J99);J00;rhinopharyngite aiguë [rhume banal];2023;6
10 - Maladies de l'appareil respiratoire (J00-J99);J01;sinusite aiguë;660;119
10 - Maladies de l'appareil respiratoire (J00-J99);J02;pharyngite aiguë;1571;16
10 - Maladies de l'appareil respiratoire (J00-J99);J03;amygdalite aiguë;5060;2365
10 - Maladies de l'appareil respiratoire (J00-J99);J04;laryngite et trachéite aiguës;934;29
10 - Maladies de l'appareil respiratoire (J00-J99);J05;laryngite obstructive aiguë [croup] et épiglottite aiguë;775;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J06;infections aiguës des voies respiratoires supérieures, de sites multiples et non spécifiés;4184;48
10 - Maladies de l'appareil respiratoire (J00-J99);J09;grippe due à des virus grippaux identifiés;2715;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J10;grippe due à un autre virus grippal identifié;4415;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J11;grippe due à un virus grippal non identifié;1726;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J12;pneumonies virales, non classées ailleurs;1647;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J13;pneumonie à Streptococcus pneumoniae;1525;9
10 - Maladies de l'appareil respiratoire (J00-J99);J14;pneumonie à Haemophilus influenzae;746;24
10 - Maladies de l'appareil respiratoire (J00-J99);J15;pneumonie bactérienne, non classée ailleurs;6114;44
10 - Maladies de l'appareil respiratoire (J00-J99);J16;pneumonie due à d'autres micro-organismes infectieux, non classée ailleurs;523;7
10 - Maladies de l'appareil respiratoire (J00-J99);J17;pneumonie au cours de maladies classées ailleurs;0;0
10 - Maladies de l'appareil respiratoire (J00-J99);J18;pneumonie, à germe non spécifié;26559;135
10 - Maladies de l'appareil respiratoire (J00-J99);J20;bronchite aiguë;8120;115
10 - Maladies de l'appareil respiratoire (J00-J99);J21;bronchiolite aiguë;12300;28
10 - Maladies de l'appareil respiratoire (J00-J99);J22;infection aiguë des voies respiratoires inférieures, non spécifiée;1042;32
10 - Maladies de l'appareil respiratoire (J00-J99);J30;rhinite allergique et vasomotrice;66;90
10 - Maladies de l'appareil respiratoire (J00-J99);J31;rhinite, rhinopharyngite et pharyngite chroniques;279;309
10 - Maladies de l'appareil respiratoire (J00-J99);J32;sinusite chronique;3347;3153
10 - Maladies de l'appareil respiratoire (J00-J99);J33;polype nasal;582;521
10 - Maladies de l'appareil respiratoire (J00-J99);J34;maladies du nez et des sinus nasaux, autres et non spécifiées;6548;7877
10 - Maladies de l'appareil respiratoire (J00-J99);J35;maladies chroniques des amygdales et des végétations adénoïdes;4276;21698
10 - Maladies de l'appareil respiratoire (J00-J99);J36;angine phlegmoneuse;1850;71
10 - Maladies de l'appareil respiratoire (J00-J99);J37;laryngite et laryngo-trachéite chroniques;22;44
10 - Maladies de l'appareil respiratoire (J00-J99);J38;maladies des cordes vocales et du larynx, non classées ailleurs;671;2154
10 - Maladies de l'appareil respiratoire (J00-J99);J39;autres maladies des voies respiratoires supérieures;751;456
10 - Maladies de l'appareil respiratoire (J00-J99);J40;bronchite, non spécifiée comme aiguë ou chronique;988;79
10 - Maladies de l'appareil respiratoire (J00-J99);J41;bronchite chronique simple et muco-purulente;26;30
10 - Maladies de l'appareil respiratoire (J00-J99);J42;bronchite chronique, non spécifiée;128;192
10 - Maladies de l'appareil respiratoire (J00-J99);J43;emphysème;257;22
10 - Maladies de l'appareil respiratoire (J00-J99);J44;autre bronchopneumopathie chronique obstructive (BPCO);33060;451
10 - Maladies de l'appareil respiratoire (J00-J99);J45;asthme;5082;125
10 - Maladies de l'appareil respiratoire (J00-J99);J47;bronchectasie;1422;296
10 - Maladies de l'appareil respiratoire (J00-J99);J60;pneumoconiose des mineurs de charbon;49;20
10 - Maladies de l'appareil respiratoire (J00-J99);J61;pneumoconiose due à l'amiante et à d'autres fibres minérales;16;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J62;pneumoconiose due à la poussière de silice;23;9
10 - Maladies de l'appareil respiratoire (J00-J99);J63;pneumoconiose due à d'autres poussières inorganiques;< 5;0
10 - Maladies de l'appareil respiratoire (J00-J99);J64;pneumoconiose, non spécifiée;5;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J65;pneumoconiose associée à la tuberculose;0;0
10 - Maladies de l'appareil respiratoire (J00-J99);J66;maladie des voies aériennes due à des poussières organiques spécifiées;< 5;0
10 - Maladies de l'appareil respiratoire (J00-J99);J67;pneumonie par hypersensibilité aux poussières organiques;107;13
10 - Maladies de l'appareil respiratoire (J00-J99);J68;affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz;17;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J69;pneumonie due à des substances solides et liquides;4322;6
10 - Maladies de l'appareil respiratoire (J00-J99);J70;affections respiratoires dues à d'autres agents externes;389;47
10 - Maladies de l'appareil respiratoire (J00-J99);J80;syndrome de détresse respiratoire aiguë;149;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J81;œdème pulmonaire;367;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J82;éosinophilie pulmonaire, non classée ailleurs;129;10
10 - Maladies de l'appareil respiratoire (J00-J99);J84;autres maladies pulmonaires interstitielles;1516;206
10 - Maladies de l'appareil respiratoire (J00-J99);J85;abcès du poumon et du médiastin;428;18
10 - Maladies de l'appareil respiratoire (J00-J99);J86;pyothorax;479;21
10 - Maladies de l'appareil respiratoire (J00-J99);J90;épanchement pleural, non classé ailleurs;1104;58
