hfdst;icd_code;diagnose;klass_hosp;dag_hosp
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F91;gedragsstoornissen;531;25
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F93;emotionele stoornissen met specifiek begin op kinderleeftijd;36;0
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F94;sociale-functiestoornissen met specifiek begin op kinderleeftijd en in adolescentie;47;0
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F95;ticstoornissen;29;5
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F98;andere gedragsstoornissen en emotionele stoornissen die doorgaans beginnen op kinderleeftijd en in adolescentie;153;6
V - Psychische stoornissen en gedragsstoornissen (F00-F99);F99;psychische stoornis, niet nader omschreven;182;0
V - Psychische stoornissen en gedragsstoornissen (F00-F99);;;37193;3601
VI - Ziekten van zenuwstelsel (G00-G99);G00;bacteriële meningitis, niet elders geclassificeerd;239;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G01;meningitis bij elders geclassificeerde bacteriële ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G02;meningitis bij elders geclassificeerde andere infectieziekten en parasitaire aandoeningen;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G03;meningitis door andere en niet gespecificeerde oorzaken;192;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G04;encefalitis, myelitis en encefalomyelitis;372;16
VI - Ziekten van zenuwstelsel (G00-G99);G05;encefalitis, myelitis en encefalomyelitis bij elders geclassificeerde ziekten;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G06;intracraniaal en intraspinaal abces en granuloom;120;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G07;intracraniaal en intraspinaal abces en granuloom bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G08;intracraniale en intraspinale flebitis en tromboflebitis;71;0
VI - Ziekten van zenuwstelsel (G00-G99);G09;late gevolgen van ontstekingsziekten van centraal zenuwstelsel;9;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G10;ziekte van Huntington;100;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G11;hereditaire ataxie;117;20
VI - Ziekten van zenuwstelsel (G00-G99);G12;spinale spieratrofie en verwante syndromen;724;9
VI - Ziekten van zenuwstelsel (G00-G99);G13;systeematrofieën die primair centraal zenuwstelsel aantasten bij elders geclassificeerde ziekten;13;0
VI - Ziekten van zenuwstelsel (G00-G99);G14;postpolio syndroom;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G20;ziekte van Parkinson;3077;20
VI - Ziekten van zenuwstelsel (G00-G99);G21;secundair parkinsonisme;235;0
VI - Ziekten van zenuwstelsel (G00-G99);G23;andere degeneratieve ziekten van basale ganglia;109;0
VI - Ziekten van zenuwstelsel (G00-G99);G24;dystonie;228;17
VI - Ziekten van zenuwstelsel (G00-G99);G25;andere extrapiramidale stoornissen en stoornissen met abnormale bewegingen;1102;16
VI - Ziekten van zenuwstelsel (G00-G99);G26;extrapiramidale stoornissen en stoornissen met abnormale bewegingen bij elders geclassificeerde ziekten;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G30;ziekte van Alzheimer;5884;18
VI - Ziekten van zenuwstelsel (G00-G99);G31;andere degeneratieve ziekten van zenuwstelsel, niet elders geclassificeerd;2564;22
VI - Ziekten van zenuwstelsel (G00-G99);G32;andere degeneratieve aandoeningen van zenuwstelsel bij elders geclassificeerde ziekten;5;0
VI - Ziekten van zenuwstelsel (G00-G99);G35;multipele sclerose;2554;142
VI - Ziekten van zenuwstelsel (G00-G99);G36;andere acute gedissemineerde demyelinisatie;90;23
VI - Ziekten van zenuwstelsel (G00-G99);G37;andere demyeliniserende ziekten van centraal zenuwstelsel;227;5
VI - Ziekten van zenuwstelsel (G00-G99);G40;epilepsie en recidiverende aanvallen;15681;266
VI - Ziekten van zenuwstelsel (G00-G99);G43;migraine;3149;40
VI - Ziekten van zenuwstelsel (G00-G99);G44;andere hoofdpijnsyndromen;1782;55
VI - Ziekten van zenuwstelsel (G00-G99);G45;'transient (cerebral) ischaemic attacks' [TIA] en verwante syndromen;8427;29
VI - Ziekten van zenuwstelsel (G00-G99);G46;vasculaire syndromen van hersenen bij cerebrovasculaire ziekten;74;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G47;slaapstoornissen;64308;1521
VI - Ziekten van zenuwstelsel (G00-G99);G50;aandoeningen van nervus trigeminus;526;131
VI - Ziekten van zenuwstelsel (G00-G99);G51;aandoeningen van nervus facialis;504;45
VI - Ziekten van zenuwstelsel (G00-G99);G52;aandoeningen van andere hersenzenuwen;69;48
VI - Ziekten van zenuwstelsel (G00-G99);G53;stoornissen van hersenzenuwen bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G54;stoornissen van zenuwwortel en zenuwplexus;442;224
VI - Ziekten van zenuwstelsel (G00-G99);G55;compressie van zenuwwortel en zenuwplexus bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G56;mononeuropathieën van bovenste lidmaat;1181;35651
VI - Ziekten van zenuwstelsel (G00-G99);G57;mononeuropathieën van onderste lidmaat;500;1044
VI - Ziekten van zenuwstelsel (G00-G99);G58;andere mononeuropathieën;222;212
VI - Ziekten van zenuwstelsel (G00-G99);G59;mononeuropathie bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);G60;hereditaire en idiopathische neuropathie;264;11
VI - Ziekten van zenuwstelsel (G00-G99);G61;inflammatoire polyneuropathie;2032;244
VI - Ziekten van zenuwstelsel (G00-G99);G62;polyneuropathieën, andere en niet gespecificeerd;1016;53
VI - Ziekten van zenuwstelsel (G00-G99);G63;polyneuropathie bij elders geclassificeerde ziekten;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G64;andere stoornissen van perifeer zenuwstelsel;7;5
VI - Ziekten van zenuwstelsel (G00-G99);G65;late gevolgen van inflammatoire en toxische polyneuropathieën;10;14
VI - Ziekten van zenuwstelsel (G00-G99);G70;myasthenia gravis en andere neuromusculaire aandoeningen;332;17
VI - Ziekten van zenuwstelsel (G00-G99);G71;primaire spierstoornissen;294;21
VI - Ziekten van zenuwstelsel (G00-G99);G72;andere en niet gespecificeerde myopathieën;144;21
VI - Ziekten van zenuwstelsel (G00-G99);G73;stoornissen van neuromusculaire overgang en spieren bij elders geclassificeerde ziekten;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G80;cerebrale paralyse;262;277
VI - Ziekten van zenuwstelsel (G00-G99);G81;hemiplegie en hemiparese;402;29
VI - Ziekten van zenuwstelsel (G00-G99);G82;paraplegie en tetraplegie;352;30
VI - Ziekten van zenuwstelsel (G00-G99);G83;andere paralytische syndromen;404;30
VI - Ziekten van zenuwstelsel (G00-G99);G89;pijn, niet elders geclassificeerd;5513;191900
VI - Ziekten van zenuwstelsel (G00-G99);G90;stoornissen van autonoom zenuwstelsel;436;210
VI - Ziekten van zenuwstelsel (G00-G99);G91;hydrocefalus;932;45
VI - Ziekten van zenuwstelsel (G00-G99);G92;toxische encefalopathie;130;0
VI - Ziekten van zenuwstelsel (G00-G99);G93;andere hersenstoornissen;1047;100
VI - Ziekten van zenuwstelsel (G00-G99);G94;andere hersenstoornissen bij elders geclassificeerde ziekten;< 5;0
VI - Ziekten van zenuwstelsel (G00-G99);G95;andere et niet gespecificeerde ziekten van ruggenmerg;281;46
VI - Ziekten van zenuwstelsel (G00-G99);G96;andere stoornissen van centraal zenuwstelsel;207;15
VI - Ziekten van zenuwstelsel (G00-G99);G97;peroperatieve en postprocedurele complicaties en stoornissen van zenuwstelsel, niet elders geclassificeerd;840;125
VI - Ziekten van zenuwstelsel (G00-G99);G98;andere stoornissen van zenuwstelsel, niet elders geclassificeerd;18;0
VI - Ziekten van zenuwstelsel (G00-G99);G99;andere stoornissen van zenuwstelsel bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);;;129832;232776
VII - Ziekten van oog en adnexen (H00-H59);H00;hordeolum en chalazion;49;599
VII - Ziekten van oog en adnexen (H00-H59);H01;andere ontstekingen van ooglid;7;24
VII - Ziekten van oog en adnexen (H00-H59);H02;andere stoornissen van ooglid;234;8007
VII - Ziekten van oog en adnexen (H00-H59);H04;stoornissen van traanapparaat;375;1228
VII - Ziekten van oog en adnexen (H00-H59);H05;stoornissen van orbita;304;46
VII - Ziekten van oog en adnexen (H00-H59);H10;Conjunctivitis;80;15
VII - Ziekten van oog en adnexen (H00-H59);H11;andere stoornissen van conjunctiva;31;719
VII - Ziekten van oog en adnexen (H00-H59);H15;stoornissen van sclera;16;6
VII - Ziekten van oog en adnexen (H00-H59);H16;keratitis;267;50
VII - Ziekten van oog en adnexen (H00-H59);H17;littekens en troebelingen van cornea;33;9
VII - Ziekten van oog en adnexen (H00-H59);H18;andere stoornissen van cornea;486;215
VII - Ziekten van oog en adnexen (H00-H59);H20;iridocyclitis;36;77
VII - Ziekten van oog en adnexen (H00-H59);H21;andere stoornissen van iris en corpus ciliare;21;69
VII - Ziekten van oog en adnexen (H00-H59);H22;stoornissen van iris en corpus ciliare bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H25;leeftijdsgebonden cataract;1699;69207
VII - Ziekten van oog en adnexen (H00-H59);H26;ander cataract;1482;57004
VII - Ziekten van oog en adnexen (H00-H59);H27;andere stoornissen van lens;75;176
VII - Ziekten van oog en adnexen (H00-H59);H28;cataract bij elders geclassificeerde ziekten;0;< 5
VII - Ziekten van oog en adnexen (H00-H59);H30;choroïdoretinale ontsteking;11;11
VII - Ziekten van oog en adnexen (H00-H59);H31;andere stoornissen van choroidea;13;14
VII - Ziekten van oog en adnexen (H00-H59);H32;choroïdoretinale stoornissen bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H33;netvliesloslatingen en netvliesscheuren;2347;869
VII - Ziekten van oog en adnexen (H00-H59);H34;vaatafsluitingen van retina;161;18
VII - Ziekten van oog en adnexen (H00-H59);H35;andere stoornissen van retina;1460;1060
VII - Ziekten van oog en adnexen (H00-H59);H36;stoornissen van retina bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H40;glaucoom;732;1198
VII - Ziekten van oog en adnexen (H00-H59);H42;glaucoom bij elders geclassificeerde ziekten;< 5;0
VII - Ziekten van oog en adnexen (H00-H59);H43;stoornissen van corpus vitreum;1122;960
VII - Ziekten van oog en adnexen (H00-H59);H44;stoornissen van oogbol;168;61
VII - Ziekten van oog en adnexen (H00-H59);H46;neuritis optica;281;10
VII - Ziekten van oog en adnexen (H00-H59);H47;andere stoornissen van nervus opticus (II) en optische banen;135;18
VII - Ziekten van oog en adnexen (H00-H59);H49;paralytische strabismus;196;127
VII - Ziekten van oog en adnexen (H00-H59);H50;andere strabismus;111;3551
VII - Ziekten van oog en adnexen (H00-H59);H51;andere stoornissen in binoculaire oogbewegingen;27;24
VII - Ziekten van oog en adnexen (H00-H59);H52;stoornissen in refractie en accommodatie;15;308
VII - Ziekten van oog en adnexen (H00-H59);H53;visuele stoornissen;410;67
VII - Ziekten van oog en adnexen (H00-H59);H54;blindheid en slechtziendheid;81;11
VII - Ziekten van oog en adnexen (H00-H59);H55;nystagmus en andere onregelmatige oogbewegingen;54;52
VII - Ziekten van oog en adnexen (H00-H59);H57;andere stoornissen van oog en adnexen;57;86
VII - Ziekten van oog en adnexen (H00-H59);H59;peroperatieve en postprocedurele complicaties en stoornissen van oog en adnexen, niet elders geclassificeerd;280;402
VII - Ziekten van oog en adnexen (H00-H59);;;12857;146300
VIII - Ziekten van oor en processus mastoideus (H60-H95);H60;otitis externa;231;146
VIII - Ziekten van oor en processus mastoideus (H60-H95);H61;andere stoornissen van uitwendig oor;145;648
VIII - Ziekten van oor en processus mastoideus (H60-H95);H62;stoornissen van uitwendig oor bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H65;niet-etterige otitis media;526;16959
VIII - Ziekten van oor en processus mastoideus (H60-H95);H66;etterige otitis media en niet gespecificeerd;1790;5646
VIII - Ziekten van oor en processus mastoideus (H60-H95);H67;otitis media bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H68;ontsteking en obstructie van tuba Eustachii;< 5;23
VIII - Ziekten van oor en processus mastoideus (H60-H95);H69;andere en niet gespecificeerde stoornissen van tuba Eustachii;6;163
VIII - Ziekten van oor en processus mastoideus (H60-H95);H70;mastoïditis en verwante aandoeningen;261;33
VIII - Ziekten van oor en processus mastoideus (H60-H95);H71;cholesteatoom van middenoor;986;219
VIII - Ziekten van oor en processus mastoideus (H60-H95);H72;perforatie van trommelvlies;1183;1178
VIII - Ziekten van oor en processus mastoideus (H60-H95);H73;andere stoornissen van trommelvlies;156;368
VIII - Ziekten van oor en processus mastoideus (H60-H95);H74;andere stoornissen van middenoor en mastoïd;269;252
VIII - Ziekten van oor en processus mastoideus (H60-H95);H75;andere stoornissen van middenoor en mastoïd bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H80;otosclerose;737;56
VIII - Ziekten van oor en processus mastoideus (H60-H95);H81;vestibulaire functiestoornissen;4065;164
VIII - Ziekten van oor en processus mastoideus (H60-H95);H82;vertigosyndromen bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H83;andere ziekten van binnenoor;149;28
VIII - Ziekten van oor en processus mastoideus (H60-H95);H90;gehoorverlies door geleidings- en perceptiestoornis;576;263
VIII - Ziekten van oor en processus mastoideus (H60-H95);H91;ander en niet gespecificeerd gehoorverliezen;261;278
VIII - Ziekten van oor en processus mastoideus (H60-H95);H92;oorpijn en uitvloed uit oor;40;109
VIII - Ziekten van oor en processus mastoideus (H60-H95);H93;andere stoornissen van oor, niet elders geclassificeerd;252;172
VIII - Ziekten van oor en processus mastoideus (H60-H95);H94;andere stoornissen van oor bij elders geclassificeerde ziekten;< 5;< 5
VIII - Ziekten van oor en processus mastoideus (H60-H95);H95;peroperatieve en postprocedurele complicaties en stoornissen van oor en processus mastoideus, niet elders geclassificeerd;234;60
VIII - Ziekten van oor en processus mastoideus (H60-H95);;;11878;26767
IX - Ziekten van hart en vaatstelsel (I00-I99);I00;acuut reuma zonder vermelding van een hartaandoening;16;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I01;acuut reuma met hartaandoening;20;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I02;reumatische chorea;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I05;reumatische ziekten van mitralisklep;141;10
IX - Ziekten van hart en vaatstelsel (I00-I99);I06;reumatische ziekten van aortaklep;33;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I07;reumatische ziekten van tricuspidalisklep;8;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I08;multipele klepziekten;121;5
IX - Ziekten van hart en vaatstelsel (I00-I99);I09;andere reumatische hartziekten;26;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I10;essentiële (primaire) hypertensie;2471;85
IX - Ziekten van hart en vaatstelsel (I00-I99);I11;hypertensive heart ziekte;1424;22
IX - Ziekten van hart en vaatstelsel (I00-I99);I12;hypertensieve chronische nierziekte;2513;376
IX - Ziekten van hart en vaatstelsel (I00-I99);I13;hypertensieve hartziekte en chronische nierziekte;2567;22
IX - Ziekten van hart en vaatstelsel (I00-I99);I15;secundaire hypertensie;78;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I20;angina pectoris;3356;1431
IX - Ziekten van hart en vaatstelsel (I00-I99);I21;myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI);17054;835
IX - Ziekten van hart en vaatstelsel (I00-I99);I22;recidief myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI);145;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I23;bepaalde actuele complicaties na acuut myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI), binnen de periode van 30 dagen.;32;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I24;andere acute ischemische hartziekten;493;63
IX - Ziekten van hart en vaatstelsel (I00-I99);I25;chronische ischemische hartziekte;35665;13498
IX - Ziekten van hart en vaatstelsel (I00-I99);I26;longembolie;5633;23
IX - Ziekten van hart en vaatstelsel (I00-I99);I27;andere pulmonale hartziekten;965;43
IX - Ziekten van hart en vaatstelsel (I00-I99);I28;andere ziekten van longvaten;35;6
IX - Ziekten van hart en vaatstelsel (I00-I99);I30;acute pericarditis;1378;11
IX - Ziekten van hart en vaatstelsel (I00-I99);I31;andere ziekten van pericard;833;19
IX - Ziekten van hart en vaatstelsel (I00-I99);I32;pericarditis bij elders geclassificeerde ziekten;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I33;acute en subacute endocarditis;387;5
IX - Ziekten van hart en vaatstelsel (I00-I99);I34;niet-reumatische mitralisklepstoornissen;2032;258
IX - Ziekten van hart en vaatstelsel (I00-I99);I35;niet-reumatische aortaklepstoornissen;5677;497
IX - Ziekten van hart en vaatstelsel (I00-I99);I36;niet-reumatische tricuspidalisklepstoornissen;86;7
IX - Ziekten van hart en vaatstelsel (I00-I99);I37;niet-reumatische pulmonalisklepstoornissen;30;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I38;endocarditis, klep niet gespecificeerd;34;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I39;endocarditis en hartklepstoornissen bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I40;acute myocarditis;266;10
IX - Ziekten van hart en vaatstelsel (I00-I99);I41;myocarditis bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I42;cardiomyopathie;1294;212
IX - Ziekten van hart en vaatstelsel (I00-I99);I43;cardiomyopathie bij elders geclassificeerde ziekten;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I44;atrioventriculair block en linker-bundeltakblock;3733;74
IX - Ziekten van hart en vaatstelsel (I00-I99);I45;andere geleidingsstoornissen;1170;64
IX - Ziekten van hart en vaatstelsel (I00-I99);I46;hartstilstand;708;59
IX - Ziekten van hart en vaatstelsel (I00-I99);I47;paroxysmale tachycardie;6146;547
IX - Ziekten van hart en vaatstelsel (I00-I99);I48;atriumfibrillatie en -flutter;22665;5750
IX - Ziekten van hart en vaatstelsel (I00-I99);I49;andere hartritmestoornissen;5361;431
IX - Ziekten van hart en vaatstelsel (I00-I99);I50;hartdecompensatie;23642;242
IX - Ziekten van hart en vaatstelsel (I00-I99);I51;complicaties van hartziekten en slecht omschreven hartziekten;1357;156
IX - Ziekten van hart en vaatstelsel (I00-I99);I52;andere hartstoornissen bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I60;niet traumatische subarachnoïdale bloeding;1132;38
IX - Ziekten van hart en vaatstelsel (I00-I99);I61;niet-traumatische intracerebrale bloeding;3023;20
IX - Ziekten van hart en vaatstelsel (I00-I99);I62;niet-traumatische intracraniale bloedingen, andere en niet gespecificeerd;1018;7
IX - Ziekten van hart en vaatstelsel (I00-I99);I63;cerebraal infarct;17340;46
IX - Ziekten van hart en vaatstelsel (I00-I99);I65;occlusie en stenose van precerebrale arteriën, niet resulterend in cerebraal infarct;3530;95
IX - Ziekten van hart en vaatstelsel (I00-I99);I66;occlusie en stenose van cerebrale arteriën, niet resulterend in cerebraal infarct;190;10
IX - Ziekten van hart en vaatstelsel (I00-I99);I67;andere cerebrovasculaire ziekten;2646;353
IX - Ziekten van hart en vaatstelsel (I00-I99);I68;cerebrovasculaire stoornissen bij elders geclassificeerde ziekten;13;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I69;sekwellen van een cerebrovasculaire ziekte;2676;82
IX - Ziekten van hart en vaatstelsel (I00-I99);I70;atherosclerose;19214;1760
IX - Ziekten van hart en vaatstelsel (I00-I99);I71;aneurysma en dissectie van aorta;2865;85
IX - Ziekten van hart en vaatstelsel (I00-I99);I72;andere aneurysmata;882;80
IX - Ziekten van hart en vaatstelsel (I00-I99);I73;andere perifere vaatziekten;249;66
IX - Ziekten van hart en vaatstelsel (I00-I99);I74;arteriële embolie en trombose;1992;84
IX - Ziekten van hart en vaatstelsel (I00-I99);I75;athero-embolie;160;8
IX - Ziekten van hart en vaatstelsel (I00-I99);I76;septische arteriële embolie;9;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I77;andere stoornissen van arteriën en arteriolen;781;156
IX - Ziekten van hart en vaatstelsel (I00-I99);I78;ziekten van capillairen;92;241
IX - Ziekten van hart en vaatstelsel (I00-I99);I79;stoornissen van arteriën, arteriolen en capillairen bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I80;flebitis en tromboflebitis;680;63
IX - Ziekten van hart en vaatstelsel (I00-I99);I81;trombose van vena porta;134;14
IX - Ziekten van hart en vaatstelsel (I00-I99);I82;andere veneuze embolie en trombose;1324;114
IX - Ziekten van hart en vaatstelsel (I00-I99);I83;varices van onderste extremiteiten;2672;21197
IX - Ziekten van hart en vaatstelsel (I00-I99);I85;slokdarmvarices;254;361
IX - Ziekten van hart en vaatstelsel (I00-I99);I86;varices van andere lokalisaties;163;1563
IX - Ziekten van hart en vaatstelsel (I00-I99);I87;andere stoornissen van venen;995;2979
IX - Ziekten van hart en vaatstelsel (I00-I99);I88;niet-specifieke lymfadenitis;1171;136
IX - Ziekten van hart en vaatstelsel (I00-I99);I89;andere niet-infectieuze stoornissen van lymfevaten en lymfeklieren;520;67
IX - Ziekten van hart en vaatstelsel (I00-I99);I95;hypotensie;4512;5
IX - Ziekten van hart en vaatstelsel (I00-I99);I96;gangreen, niet elders geclassificeerd;327;124
IX - Ziekten van hart en vaatstelsel (I00-I99);I97;peroperatieve en postprocedurele complicaties en stoornissen van hart en vaatstelsel, niet elders geclassificeerd;970;53
IX - Ziekten van hart en vaatstelsel (I00-I99);I99;andere en niet gespecificeerde stoornissen van hart en vaatstelsel;64;58
IX - Ziekten van hart en vaatstelsel (I00-I99);;;221198;54644
X - Ziekten van ademhalingsstelsel (J00-J99);J00;acute nasofaryngitis [verkoudheid];2064;12
X - Ziekten van ademhalingsstelsel (J00-J99);J01;acute sinusitis;828;117
X - Ziekten van ademhalingsstelsel (J00-J99);J02;acute faryngitis;1682;29
X - Ziekten van ademhalingsstelsel (J00-J99);J03;acute tonsillitis;4741;1476
X - Ziekten van ademhalingsstelsel (J00-J99);J04;acute laryngitis en tracheïtis;648;24
X - Ziekten van ademhalingsstelsel (J00-J99);J05;acute obstructieve laryngitis [kroep] en epiglottitis;475;5
X - Ziekten van ademhalingsstelsel (J00-J99);J06;acute infecties van bovenste luchtwegen met multipele en niet gespecificeerde lokalisaties;3474;64
X - Ziekten van ademhalingsstelsel (J00-J99);J09;influenza door geïdentificeerde influenzavirussen;1291;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J10;influenza door een ander geïdentificeerd influenzavirus;2327;5
X - Ziekten van ademhalingsstelsel (J00-J99);J11;influenza door een niet-geïdentificeerd influenzavirus;2093;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J12;viruspneumonie, niet elders geclassificeerd;1553;6
X - Ziekten van ademhalingsstelsel (J00-J99);J13;pneumonie door Streptococcus pneumoniae;1128;8
X - Ziekten van ademhalingsstelsel (J00-J99);J14;pneumonie door Haemophilus influenzae;760;14
X - Ziekten van ademhalingsstelsel (J00-J99);J15;bacteriële pneumonie, niet elders geclassificeerd;6295;37
X - Ziekten van ademhalingsstelsel (J00-J99);J16;pneumonie door andere infectieuze organismen, niet elders geclassificeerd;734;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J17;pneumonie bij elders geclassificeerde ziekten;0;0
X - Ziekten van ademhalingsstelsel (J00-J99);J18;pneumonie, niet gespecificeerd organisme;26561;176
X - Ziekten van ademhalingsstelsel (J00-J99);J20;acute bronchitis;9129;87
X - Ziekten van ademhalingsstelsel (J00-J99);J21;acute bronchiolitis;11315;35
X - Ziekten van ademhalingsstelsel (J00-J99);J22;niet gespecificeerde acute infectie van onderste luchtwegen;914;16
X - Ziekten van ademhalingsstelsel (J00-J99);J30;vasomotorische en allergische rinitis;97;105
X - Ziekten van ademhalingsstelsel (J00-J99);J31;chronische rinitis, nasofaryngitis en faryngitis;232;232
X - Ziekten van ademhalingsstelsel (J00-J99);J32;chronische sinusitis;3832;2614
X - Ziekten van ademhalingsstelsel (J00-J99);J33;neuspoliep;752;410
X - Ziekten van ademhalingsstelsel (J00-J99);J34;andere en niet gespecificeerde stoornissen van neus en neusbijholte;6805;6790
X - Ziekten van ademhalingsstelsel (J00-J99);J35;chronische ziekten van tonsillen en adenoïde vegetatie;5151;25190
X - Ziekten van ademhalingsstelsel (J00-J99);J36;peritonsillair abces;1637;62
X - Ziekten van ademhalingsstelsel (J00-J99);J37;chronische laryngitis en laryngotracheïtis;26;71
X - Ziekten van ademhalingsstelsel (J00-J99);J38;ziekten van stembanden en larynx, niet elders geclassificeerd;653;1938
X - Ziekten van ademhalingsstelsel (J00-J99);J39;andere ziekten van bovenste luchtwegen;590;476
X - Ziekten van ademhalingsstelsel (J00-J99);J40;bronchitis, niet gespecificeerd als acuut of chronisch;1418;115
X - Ziekten van ademhalingsstelsel (J00-J99);J41;eenvoudige en mucopurulente chronische bronchitis;44;27
X - Ziekten van ademhalingsstelsel (J00-J99);J42;niet gespecificeerde chronische bronchitis;173;217
X - Ziekten van ademhalingsstelsel (J00-J99);J43;emfyseem;207;30
X - Ziekten van ademhalingsstelsel (J00-J99);J44;andere chronische obstructieve longziekte (COPD);29640;540
X - Ziekten van ademhalingsstelsel (J00-J99);J45;astma;6269;165
X - Ziekten van ademhalingsstelsel (J00-J99);J47;bronchiëctasie;799;207
X - Ziekten van ademhalingsstelsel (J00-J99);J60;pneumoconiose van koolmijnwerkers;74;27
X - Ziekten van ademhalingsstelsel (J00-J99);J61;pneumoconiose door asbest en andere minerale vezels;20;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J62;pneumoconiose door silicahoudend stof;15;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J63;pneumoconiose door andere anorganische stofdeeltjes;0;0
X - Ziekten van ademhalingsstelsel (J00-J99);J64;niet gespecificeerde pneumoconiose;7;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J65;pneumoconiose samengaand met tuberculose;5;0
X - Ziekten van ademhalingsstelsel (J00-J99);J66;luchtwegziekte door specifiek organisch stof;< 5;0
X - Ziekten van ademhalingsstelsel (J00-J99);J67;overgevoeligheidspneumonitis door organische stofdeeltjes;111;21
X - Ziekten van ademhalingsstelsel (J00-J99);J68;respiratoire aandoeningen door inhalatie van chemische stoffen, gassen, rook en dampen;42;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J69;pneumonitis door vaste stoffen en vloeistoffen;3749;12
X - Ziekten van ademhalingsstelsel (J00-J99);J70;respiratoire aandoeningen door andere uitwendige agentia;299;32
X - Ziekten van ademhalingsstelsel (J00-J99);J80;acute respiratory distress syndrome;427;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J81;longoedeem;578;6
X - Ziekten van ademhalingsstelsel (J00-J99);J82;pulmonale eosinofilie, niet elders geclassificeerd;93;16
X - Ziekten van ademhalingsstelsel (J00-J99);J84;andere interstitiële longziekten;1489;153
X - Ziekten van ademhalingsstelsel (J00-J99);J85;abces van long en mediastinum;384;30
X - Ziekten van ademhalingsstelsel (J00-J99);J86;pyothorax;407;19
X - Ziekten van ademhalingsstelsel (J00-J99);J90;vochtophoping in pleuraholte, niet elders geclassificeerd;1158;87
