chap;code_icd;diagnostic;hosp_class;hosp_de_jour
VI - Maladies du système nerveux (G00-G99);G30;maladie d'Alzheimer;5884;18
VI - Maladies du système nerveux (G00-G99);G31;autres maladies dégénératives du système nerveux, non classées ailleurs;2564;22
VI - Maladies du système nerveux (G00-G99);G32;autres affections dégénératives du système nerveux au cours de maladies classées ailleurs;5;0
VI - Maladies du système nerveux (G00-G99);G35;sclérose en plaques;2554;142
VI - Maladies du système nerveux (G00-G99);G36;autre démyélinisation aiguë disséminée;90;23
VI - Maladies du système nerveux (G00-G99);G37;autres maladies démyélinisantes du système nerveux central;227;5
VI - Maladies du système nerveux (G00-G99);G40;épilepsie et crises récurrentes;15681;266
VI - Maladies du système nerveux (G00-G99);G43;migraine;3149;40
VI - Maladies du système nerveux (G00-G99);G44;autres syndromes d'algies céphaliques;1782;55
VI - Maladies du système nerveux (G00-G99);G45;accidents ischémiques cérébraux transitoires et syndromes apparentés;8427;29
VI - Maladies du système nerveux (G00-G99);G46;syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires;74;< 5
VI - Maladies du système nerveux (G00-G99);G47;troubles du sommeil;64308;1521
VI - Maladies du système nerveux (G00-G99);G50;affections du nerf trijumeau;526;131
VI - Maladies du système nerveux (G00-G99);G51;affections du nerf facial;504;45
VI - Maladies du système nerveux (G00-G99);G52;affections des autres nerfs crâniens;69;48
VI - Maladies du système nerveux (G00-G99);G53;troubles des nerfs crâniens au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G54;troubles des racines et des plexus nerveux;442;224
VI - Maladies du système nerveux (G00-G99);G55;compression des racines et des plexus nerveux au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G56;mononévrites du membre supérieur;1181;35651
VI - Maladies du système nerveux (G00-G99);G57;mononévrites du membre inférieur;500;1044
VI - Maladies du système nerveux (G00-G99);G58;autres mononévrites;222;212
VI - Maladies du système nerveux (G00-G99);G59;mononévrite au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);G60;neuropathie héréditaire et idiopathique;264;11
VI - Maladies du système nerveux (G00-G99);G61;polynévrite inflammatoire;2032;244
VI - Maladies du système nerveux (G00-G99);G62;polynévrites, autres et non spécifiées;1016;53
VI - Maladies du système nerveux (G00-G99);G63;polynévrite au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G64;autres troubles du système nerveux périphérique;7;5
VI - Maladies du système nerveux (G00-G99);G65;séquelles de polynévrites inflammatoires et toxiques;10;14
VI - Maladies du système nerveux (G00-G99);G70;myasthénie et autres affections neuromusculaires;332;17
VI - Maladies du système nerveux (G00-G99);G71;troubles musculaires primitifs;294;21
VI - Maladies du système nerveux (G00-G99);G72;myopathies, autres et non spécifiées;144;21
VI - Maladies du système nerveux (G00-G99);G73;troubles musculaires et neuromusculaires au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G80;paralysie cérébrale;262;277
VI - Maladies du système nerveux (G00-G99);G81;hémiplégie et hémiparésie;402;29
VI - Maladies du système nerveux (G00-G99);G82;paraplégie et tétraplégie;352;30
VI - Maladies du système nerveux (G00-G99);G83;autres syndromes paralytiques;404;30
VI - Maladies du système nerveux (G00-G99);G89;douleur, non classée ailleurs;5513;191900
VI - Maladies du système nerveux (G00-G99);G90;troubles du système nerveux autonome;436;210
VI - Maladies du système nerveux (G00-G99);G91;hydrocéphalie;932;45
VI - Maladies du système nerveux (G00-G99);G92;encéphalopathie toxique;130;0
VI - Maladies du système nerveux (G00-G99);G93;autres troubles de l'encéphale;1047;100
VI - Maladies du système nerveux (G00-G99);G94;autres troubles de l'encéphale au cours de maladies classées ailleurs;< 5;0
VI - Maladies du système nerveux (G00-G99);G95;maladies de la moelle épinière, autres et non spécifiées;281;46
VI - Maladies du système nerveux (G00-G99);G96;autres troubles du système nerveux central;207;15
VI - Maladies du système nerveux (G00-G99);G97;troubles et complications peropératoires et postprocéduraux du système nerveux, non classés ailleurs;840;125
VI - Maladies du système nerveux (G00-G99);G98;autres troubles du système nerveux, non classés ailleurs;18;0
VI - Maladies du système nerveux (G00-G99);G99;autres troubles du système nerveux au cours de maladies classées ailleurs;0;0
VI - Maladies du système nerveux (G00-G99);;;129832;232776
VII - Maladies de l'œil et de ses annexes (H00-H59);H00;orgelet et chalazion;49;599
VII - Maladies de l'œil et de ses annexes (H00-H59);H01;autres inflammations de la paupière;7;24
VII - Maladies de l'œil et de ses annexes (H00-H59);H02;autres troubles des paupières;234;8007
VII - Maladies de l'œil et de ses annexes (H00-H59);H04;troubles de l'appareil lacrymal;375;1228
VII - Maladies de l'œil et de ses annexes (H00-H59);H05;troubles de l'orbite;304;46
VII - Maladies de l'œil et de ses annexes (H00-H59);H10;conjonctivite;80;15
VII - Maladies de l'œil et de ses annexes (H00-H59);H11;autres troubles de la conjonctive;31;719
VII - Maladies de l'œil et de ses annexes (H00-H59);H15;troubles de la sclérotique;16;6
VII - Maladies de l'œil et de ses annexes (H00-H59);H16;kératite;267;50
VII - Maladies de l'œil et de ses annexes (H00-H59);H17;cicatrices et opacités cornéennes;33;9
VII - Maladies de l'œil et de ses annexes (H00-H59);H18;autres troubles de la cornée;486;215
VII - Maladies de l'œil et de ses annexes (H00-H59);H20;iridocyclite;36;77
VII - Maladies de l'œil et de ses annexes (H00-H59);H21;autres troubles de l'iris et du corps ciliaire;21;69
VII - Maladies de l'œil et de ses annexes (H00-H59);H22;troubles de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H25;cataracte liée à l'âge;1699;69207
VII - Maladies de l'œil et de ses annexes (H00-H59);H26;autre cataracte;1482;57004
VII - Maladies de l'œil et de ses annexes (H00-H59);H27;autres troubles du cristallin;75;176
VII - Maladies de l'œil et de ses annexes (H00-H59);H28;cataracte au cours de maladies classées ailleurs;0;< 5
VII - Maladies de l'œil et de ses annexes (H00-H59);H30;choriorétinite;11;11
VII - Maladies de l'œil et de ses annexes (H00-H59);H31;autres troubles de la choroïde;13;14
VII - Maladies de l'œil et de ses annexes (H00-H59);H32;troubles choriorétiniens au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H33;décollements et déchirures de la rétine;2347;869
VII - Maladies de l'œil et de ses annexes (H00-H59);H34;occlusions vasculaires rétiniennes;161;18
VII - Maladies de l'œil et de ses annexes (H00-H59);H35;autres troubles rétiniens;1460;1060
VII - Maladies de l'œil et de ses annexes (H00-H59);H36;troubles rétiniens au cours de maladies classées ailleurs;0;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H40;glaucome;732;1198
VII - Maladies de l'œil et de ses annexes (H00-H59);H42;glaucome au cours de maladies classées ailleurs;< 5;0
VII - Maladies de l'œil et de ses annexes (H00-H59);H43;troubles du corps vitré;1122;960
VII - Maladies de l'œil et de ses annexes (H00-H59);H44;troubles du globe oculaire;168;61
VII - Maladies de l'œil et de ses annexes (H00-H59);H46;névrite optique;281;10
VII - Maladies de l'œil et de ses annexes (H00-H59);H47;autres troubles du nerf [II] et des voies optiques;135;18
VII - Maladies de l'œil et de ses annexes (H00-H59);H49;strabisme paralytique;196;127
VII - Maladies de l'œil et de ses annexes (H00-H59);H50;autres strabismes;111;3551
VII - Maladies de l'œil et de ses annexes (H00-H59);H51;autres anomalies des mouvements binoculaires;27;24
VII - Maladies de l'œil et de ses annexes (H00-H59);H52;vices de réfraction et troubles de l'accommodation;15;308
VII - Maladies de l'œil et de ses annexes (H00-H59);H53;troubles de la vision;410;67
VII - Maladies de l'œil et de ses annexes (H00-H59);H54;cécité et baisse de la vision;81;11
VII - Maladies de l'œil et de ses annexes (H00-H59);H55;nystagmus et autres anomalies des mouvements oculaires;54;52
VII - Maladies de l'œil et de ses annexes (H00-H59);H57;autres troubles de l'œil et de ses annexes;57;86
VII - Maladies de l'œil et de ses annexes (H00-H59);H59;complications et troubles peropératoires et postprocéduraux concernant l'œil et de ses annexes, non classées ailleurs;280;402
VII - Maladies de l'œil et de ses annexes (H00-H59);;;12857;146300
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H60;otite externe;231;146
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H61;autres troubles de l'oreille externe;145;648
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H62;troubles de l'oreille externe au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H65;otite moyenne non suppurée;526;16959
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H66;otite moyenne suppurée et non spécifiée;1790;5646
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H67;otite moyenne au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H68;salpingite et obstruction de la trompe d'Eustache;< 5;23
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H69;affections de la trompe d'Eustache, autres et non spécifiées;6;163
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H70;mastoïdite et affections apparentées;261;33
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H71;cholestéatome de l'oreille moyenne;986;219
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H72;perforation du tympan;1183;1178
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H73;autres troubles du tympan;156;368
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H74;autres troubles de l'oreille moyenne et de l'apophyse mastoïde;269;252
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H75;autres troubles de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H80;otosclérose;737;56
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H81;atteintes des fonctions vestibulaires;4065;164
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H82;syndromes vertigineux au cours de maladies classées ailleurs;< 5;0
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H83;autres maladies de l'oreille interne;149;28
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H90;perte de l'audition de transmission et neurosensorielle;576;263
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H91;pertes de l'audition, autres et non spécifiées;261;278
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H92;otalgie et écoulement par l'oreille;40;109
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H93;autres troubles de l'oreille, non classés ailleurs;252;172
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H94;autres troubles de l'oreille au cours de maladies classées ailleurs;< 5;< 5
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H95;complications et troubles peropératoires et postprocéduraux concernant l'oreille et l'apophyse mastoïde, non classés ailleurs;234;60
VIII - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);;;11878;26767
IX - Maladies de l'appareil circulatoire (I00-I99);I00;rhumatisme articulaire aigu, sans mention d'une atteinte cardiaque;16;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I01;rhumatisme articulaire aigu, avec atteinte cardiaque;20;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I02;chorée rhumatismale;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I05;maladies rhumatismales de la valvule mitrale;141;10
IX - Maladies de l'appareil circulatoire (I00-I99);I06;maladies rhumatismales de la valvule aortique;33;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I07;maladies rhumatismales de la valvule tricuspide;8;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I08;maladies de plusieurs valvules;121;5
IX - Maladies de l'appareil circulatoire (I00-I99);I09;autres cardiopathies rhumatismales;26;0
IX - Maladies de l'appareil circulatoire (I00-I99);I10;hypertension essentielle (primitive);2471;85
IX - Maladies de l'appareil circulatoire (I00-I99);I11;cardiopathie hypertensive;1424;22
IX - Maladies de l'appareil circulatoire (I00-I99);I12;néphropathie hypertensive chronique;2513;376
IX - Maladies de l'appareil circulatoire (I00-I99);I13;cardionéphropathie hypertensive et néphropathie chronique;2567;22
IX - Maladies de l'appareil circulatoire (I00-I99);I15;hypertension secondaire;78;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I20;angine de poitrine;3356;1431
IX - Maladies de l'appareil circulatoire (I00-I99);I21;infarctus du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI);17054;835
IX - Maladies de l'appareil circulatoire (I00-I99);I22;infarctus du myocarde à répétition avec ou sans élévation du segment ST (STEMI/NSTEMI);145;0
IX - Maladies de l'appareil circulatoire (I00-I99);I23;certaines complications récentes d'un infarctus aigu du myocarde avec ou sans élévation du segment ST (STEMI/NSTEMI), dans un délai de 28 jours;32;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I24;autres cardiopathies ischémiques aiguës;493;63
IX - Maladies de l'appareil circulatoire (I00-I99);I25;cardiopathie ischémique chronique;35665;13498
IX - Maladies de l'appareil circulatoire (I00-I99);I26;embolie pulmonaire;5633;23
IX - Maladies de l'appareil circulatoire (I00-I99);I27;autres maladies cardiopulmonaires;965;43
IX - Maladies de l'appareil circulatoire (I00-I99);I28;autres maladies des vaisseaux pulmonaires;35;6
IX - Maladies de l'appareil circulatoire (I00-I99);I30;péricardite aiguë;1378;11
IX - Maladies de l'appareil circulatoire (I00-I99);I31;autres maladies du péricarde;833;19
IX - Maladies de l'appareil circulatoire (I00-I99);I32;péricardite au cours de maladies classées ailleurs;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I33;endocardite aiguë et subaiguë;387;5
IX - Maladies de l'appareil circulatoire (I00-I99);I34;troubles non rhumatismaux de la valvule mitrale;2032;258
IX - Maladies de l'appareil circulatoire (I00-I99);I35;troubles non rhumatismaux de la valvule aortique;5677;497
IX - Maladies de l'appareil circulatoire (I00-I99);I36;troubles non rhumatismaux de la valvule tricuspide;86;7
IX - Maladies de l'appareil circulatoire (I00-I99);I37;troubles non rhumatismaux de la valvule pulmonaire;30;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I38;endocardite, valvule non spécifiée;34;< 5
IX - Maladies de l'appareil circulatoire (I00-I99);I39;endocardite et troubles valvulaires cardiaques au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I40;myocardite aiguë;266;10
IX - Maladies de l'appareil circulatoire (I00-I99);I41;myocardite au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I42;myocardiopathie;1294;212
IX - Maladies de l'appareil circulatoire (I00-I99);I43;myocardiopathie au cours de maladies classées ailleurs;< 5;0
IX - Maladies de l'appareil circulatoire (I00-I99);I44;bloc de branche gauche et auriculoventriculaire;3733;74
IX - Maladies de l'appareil circulatoire (I00-I99);I45;autres troubles de la conduction;1170;64
IX - Maladies de l'appareil circulatoire (I00-I99);I46;arrêt cardiaque;708;59
IX - Maladies de l'appareil circulatoire (I00-I99);I47;tachycardie paroxystique;6146;547
IX - Maladies de l'appareil circulatoire (I00-I99);I48;fibrillation et flutter auriculaires;22665;5750
IX - Maladies de l'appareil circulatoire (I00-I99);I49;autres arythmies cardiaques;5361;431
IX - Maladies de l'appareil circulatoire (I00-I99);I50;défaillance cardiaque;23642;242
IX - Maladies de l'appareil circulatoire (I00-I99);I51;complications de cardiopathies et cardiopathies mal définies;1357;156
IX - Maladies de l'appareil circulatoire (I00-I99);I52;d'autres cardiopathies au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I60;hémorragie sous-arachnoïdienne non traumatique;1132;38
IX - Maladies de l'appareil circulatoire (I00-I99);I61;hémorragie intracérébrale non traumatique;3023;20
IX - Maladies de l'appareil circulatoire (I00-I99);I62;hémorragies intracrâniennes non traumatiques, autres et non spécifiées;1018;7
IX - Maladies de l'appareil circulatoire (I00-I99);I63;infarctus cérébral;17340;46
IX - Maladies de l'appareil circulatoire (I00-I99);I65;occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral;3530;95
IX - Maladies de l'appareil circulatoire (I00-I99);I66;occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral;190;10
IX - Maladies de l'appareil circulatoire (I00-I99);I67;autres maladies cérébrovasculaires;2646;353
IX - Maladies de l'appareil circulatoire (I00-I99);I68;troubles cérébrovasculaires au cours de maladies classées ailleurs;13;0
IX - Maladies de l'appareil circulatoire (I00-I99);I69;séquelles d'une maladie cérébrovasculaire;2676;82
IX - Maladies de l'appareil circulatoire (I00-I99);I70;athérosclérose;19214;1760
IX - Maladies de l'appareil circulatoire (I00-I99);I71;anévrisme aortique et dissection;2865;85
IX - Maladies de l'appareil circulatoire (I00-I99);I72;autres anévrismes;882;80
IX - Maladies de l'appareil circulatoire (I00-I99);I73;autres maladies vasculaires périphériques;249;66
IX - Maladies de l'appareil circulatoire (I00-I99);I74;embolie et thrombose artérielles;1992;84
IX - Maladies de l'appareil circulatoire (I00-I99);I75;athéroembolie;160;8
IX - Maladies de l'appareil circulatoire (I00-I99);I76;embolie artérielle septique;9;0
IX - Maladies de l'appareil circulatoire (I00-I99);I77;autres troubles des artères et artérioles;781;156
IX - Maladies de l'appareil circulatoire (I00-I99);I78;maladies des capillaires;92;241
IX - Maladies de l'appareil circulatoire (I00-I99);I79;troubles des artères, artérioles et capillaires au cours de maladies classées ailleurs;0;0
IX - Maladies de l'appareil circulatoire (I00-I99);I80;phlébite et thrombophlébite;680;63
IX - Maladies de l'appareil circulatoire (I00-I99);I81;thrombose de la veine porte;134;14
IX - Maladies de l'appareil circulatoire (I00-I99);I82;autres embolies et thromboses veineuses;1324;114
IX - Maladies de l'appareil circulatoire (I00-I99);I83;varices des membres inférieurs;2672;21197
IX - Maladies de l'appareil circulatoire (I00-I99);I85;varices œsophagiennes;254;361
IX - Maladies de l'appareil circulatoire (I00-I99);I86;varices d'autres sites;163;1563
IX - Maladies de l'appareil circulatoire (I00-I99);I87;autres troubles veineux;995;2979
IX - Maladies de l'appareil circulatoire (I00-I99);I88;lymphadénite non spécifique;1171;136
IX - Maladies de l'appareil circulatoire (I00-I99);I89;autres troubles non infectieux des vaisseaux et des ganglions lymphatiques;520;67
IX - Maladies de l'appareil circulatoire (I00-I99);I95;hypotension;4512;5
IX - Maladies de l'appareil circulatoire (I00-I99);I96;gangrène, non classée ailleurs;327;124
IX - Maladies de l'appareil circulatoire (I00-I99);I97;troubles et complications peropératoires et postprocéduraux de l'appareil circulatoire, non classés ailleurs;970;53
IX - Maladies de l'appareil circulatoire (I00-I99);I99;troubles autres et non spécifiés de l'appareil circulatoire;64;58
IX - Maladies de l'appareil circulatoire (I00-I99);;;221198;54644
X - Maladies de l'appareil respiratoire (J00-J99);J00;rhinopharyngite aiguë [rhume banal];2064;12
X - Maladies de l'appareil respiratoire (J00-J99);J01;sinusite aiguë;828;117
X - Maladies de l'appareil respiratoire (J00-J99);J02;pharyngite aiguë;1682;29
X - Maladies de l'appareil respiratoire (J00-J99);J03;amygdalite aiguë;4741;1476
X - Maladies de l'appareil respiratoire (J00-J99);J04;laryngite et trachéite aiguës;648;24
X - Maladies de l'appareil respiratoire (J00-J99);J05;laryngite obstructive aiguë [croup] et épiglottite aiguë;475;5
X - Maladies de l'appareil respiratoire (J00-J99);J06;infections aiguës des voies respiratoires supérieures, de sites multiples et non spécifiés;3474;64
X - Maladies de l'appareil respiratoire (J00-J99);J09;grippe due à des virus grippaux identifiés;1291;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J10;grippe due à un autre virus grippal identifié;2327;5
X - Maladies de l'appareil respiratoire (J00-J99);J11;grippe due à un virus grippal non identifié;2093;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J12;pneumonies virales, non classées ailleurs;1553;6
X - Maladies de l'appareil respiratoire (J00-J99);J13;pneumonie à Streptococcus pneumoniae;1128;8
X - Maladies de l'appareil respiratoire (J00-J99);J14;pneumonie à Haemophilus influenzae;760;14
X - Maladies de l'appareil respiratoire (J00-J99);J15;pneumonie bactérienne, non classée ailleurs;6295;37
X - Maladies de l'appareil respiratoire (J00-J99);J16;pneumonie due à d'autres micro-organismes infectieux, non classée ailleurs;734;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J17;pneumonie au cours de maladies classées ailleurs;0;0
X - Maladies de l'appareil respiratoire (J00-J99);J18;pneumonie, à germe non spécifié;26561;176
X - Maladies de l'appareil respiratoire (J00-J99);J20;bronchite aiguë;9129;87
X - Maladies de l'appareil respiratoire (J00-J99);J21;bronchiolite aiguë;11315;35
X - Maladies de l'appareil respiratoire (J00-J99);J22;infection aiguë des voies respiratoires inférieures, non spécifiée;914;16
X - Maladies de l'appareil respiratoire (J00-J99);J30;rhinite allergique et vasomotrice;97;105
X - Maladies de l'appareil respiratoire (J00-J99);J31;rhinite, rhinopharyngite et pharyngite chroniques;232;232
X - Maladies de l'appareil respiratoire (J00-J99);J32;sinusite chronique;3832;2614
X - Maladies de l'appareil respiratoire (J00-J99);J33;polype nasal;752;410
X - Maladies de l'appareil respiratoire (J00-J99);J34;maladies du nez et des sinus nasaux, autres et non spécifiées;6805;6790
X - Maladies de l'appareil respiratoire (J00-J99);J35;maladies chroniques des amygdales et des végétations adénoïdes;5151;25190
X - Maladies de l'appareil respiratoire (J00-J99);J36;angine phlegmoneuse;1637;62
X - Maladies de l'appareil respiratoire (J00-J99);J37;laryngite et laryngo-trachéite chroniques;26;71
X - Maladies de l'appareil respiratoire (J00-J99);J38;maladies des cordes vocales et du larynx, non classées ailleurs;653;1938
X - Maladies de l'appareil respiratoire (J00-J99);J39;autres maladies des voies respiratoires supérieures;590;476
X - Maladies de l'appareil respiratoire (J00-J99);J40;bronchite, non spécifiée comme aiguë ou chronique;1418;115
X - Maladies de l'appareil respiratoire (J00-J99);J41;bronchite chronique simple et muco-purulente;44;27
X - Maladies de l'appareil respiratoire (J00-J99);J42;bronchite chronique, non spécifiée;173;217
X - Maladies de l'appareil respiratoire (J00-J99);J43;emphysème;207;30
X - Maladies de l'appareil respiratoire (J00-J99);J44;autre bronchopneumopathie chronique obstructive (BPCO);29640;540
X - Maladies de l'appareil respiratoire (J00-J99);J45;asthme;6269;165
X - Maladies de l'appareil respiratoire (J00-J99);J47;bronchectasie;799;207
X - Maladies de l'appareil respiratoire (J00-J99);J60;pneumoconiose des mineurs de charbon;74;27
X - Maladies de l'appareil respiratoire (J00-J99);J61;pneumoconiose due à l'amiante et à d'autres fibres minérales;20;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J62;pneumoconiose due à la poussière de silice;15;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J63;pneumoconiose due à d'autres poussières inorganiques;0;0
X - Maladies de l'appareil respiratoire (J00-J99);J64;pneumoconiose, non spécifiée;7;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J65;pneumoconiose associée à la tuberculose;5;0
X - Maladies de l'appareil respiratoire (J00-J99);J66;maladie des voies aériennes due à des poussières organiques spécifiées;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);J67;pneumonie par hypersensibilité aux poussières organiques;111;21
X - Maladies de l'appareil respiratoire (J00-J99);J68;affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz;42;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J69;pneumonie due à des substances solides et liquides;3749;12
X - Maladies de l'appareil respiratoire (J00-J99);J70;affections respiratoires dues à d'autres agents externes;299;32
X - Maladies de l'appareil respiratoire (J00-J99);J80;syndrome de détresse respiratoire aiguë;427;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J81;œdème pulmonaire;578;6
X - Maladies de l'appareil respiratoire (J00-J99);J82;éosinophilie pulmonaire, non classée ailleurs;93;16
X - Maladies de l'appareil respiratoire (J00-J99);J84;autres maladies pulmonaires interstitielles;1489;153
X - Maladies de l'appareil respiratoire (J00-J99);J85;abcès du poumon et du médiastin;384;30
X - Maladies de l'appareil respiratoire (J00-J99);J86;pyothorax;407;19
X - Maladies de l'appareil respiratoire (J00-J99);J90;épanchement pleural, non classé ailleurs;1158;87
X - Maladies de l'appareil respiratoire (J00-J99);J91;épanchement pleural au cours de maladies classées ailleurs;258;8
X - Maladies de l'appareil respiratoire (J00-J99);J92;plaque pleurale;29;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J93;pneumothorax et fuite d'air;1732;< 5
X - Maladies de l'appareil respiratoire (J00-J99);J94;autres affections pleurales;223;8
X - Maladies de l'appareil respiratoire (J00-J99);J95;troubles et complications peropératoires et postprocéduraux du système respiratoire, non classées ailleurs;1399;219
X - Maladies de l'appareil respiratoire (J00-J99);J96;insuffisance respiratoire, non classée ailleurs;1542;6
X - Maladies de l'appareil respiratoire (J00-J99);J98;autres troubles respiratoires;2383;1349
X - Maladies de l'appareil respiratoire (J00-J99);J99;troubles respiratoires au cours de maladies classées ailleurs;< 5;0
X - Maladies de l'appareil respiratoire (J00-J99);;;152764;43314
XI - Maladies de l'appareil digestif (K00-K95);K00;troubles de l'odontogenèse et de l'éruption dentaire;47;9455
XI - Maladies de l'appareil digestif (K00-K95);K01;dents incluses et enclavées;373;61927
XI - Maladies de l'appareil digestif (K00-K95);K02;caries dentaires;502;29425
XI - Maladies de l'appareil digestif (K00-K95);K03;autres maladies des tissus dentaires durs;24;1852
XI - Maladies de l'appareil digestif (K00-K95);K04;maladies de la pulpe et des tissus périapicaux;855;13951
XI - Maladies de l'appareil digestif (K00-K95);K05;gingivite et maladies périodontales;278;2742
XI - Maladies de l'appareil digestif (K00-K95);K06;autres troubles de la gencive et de la crête alvéolaire édentée;43;457
XI - Maladies de l'appareil digestif (K00-K95);K08;autres troubles des dents et du parodonte;584;19489
XI - Maladies de l'appareil digestif (K00-K95);K09;kystes de la région buccale, non classés ailleurs;43;1157
XI - Maladies de l'appareil digestif (K00-K95);K11;maladies des glandes salivaires;637;558
XI - Maladies de l'appareil digestif (K00-K95);K12;stomatites et affections apparentées;1314;464
XI - Maladies de l'appareil digestif (K00-K95);K13;autres maladies des lèvres et de la muqueuse buccale;175;1228
XI - Maladies de l'appareil digestif (K00-K95);K14;maladies de la langue;111;163
XI - Maladies de l'appareil digestif (K00-K95);K20;œsophagite;686;3658
XI - Maladies de l'appareil digestif (K00-K95);K21;reflux gastro-œsophagien;5297;10397
XI - Maladies de l'appareil digestif (K00-K95);K22;autres maladies de l'œsophage;3214;5949
XI - Maladies de l'appareil digestif (K00-K95);K23;troubles de l'œsophage au cours de maladies classées ailleurs;0;< 5
XI - Maladies de l'appareil digestif (K00-K95);K25;ulcère de l'estomac;2466;1142
XI - Maladies de l'appareil digestif (K00-K95);K26;ulcère du duodénum;1697;285
XI - Maladies de l'appareil digestif (K00-K95);K27;ulcère peptique, de site non spécifié;49;10
XI - Maladies de l'appareil digestif (K00-K95);K28;ulcère gastro-jéjunal;377;140
XI - Maladies de l'appareil digestif (K00-K95);K29;gastrite et duodénite;4791;14028
XI - Maladies de l'appareil digestif (K00-K95);K30;dyspepsie fonctionnelle;284;269
XI - Maladies de l'appareil digestif (K00-K95);K31;autres maladies de l'estomac et du duodénum;1843;2213
XI - Maladies de l'appareil digestif (K00-K95);K35;appendicite aiguë;13886;65
XI - Maladies de l'appareil digestif (K00-K95);K36;autres formes d'appendicite;400;50
XI - Maladies de l'appareil digestif (K00-K95);K37;appendicite, non spécifiée;286;15
XI - Maladies de l'appareil digestif (K00-K95);K38;autres maladies de l'appendice;181;24
XI - Maladies de l'appareil digestif (K00-K95);K40;hernie inguinale;13996;9945
