chap;code_icd;diagnostic;hosp_class;hosp_de_jour
6 - Maladies du système nerveux (G00-G99);G06;abcès et granulome intracrâniens et intrarachidiens;137;< 5
6 - Maladies du système nerveux (G00-G99);G07;abcès et granulome intracrâniens et intrarachidiens au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G08;phlébite et thrombophlébite intracrâniennes et intrarachidiennes;74;< 5
6 - Maladies du système nerveux (G00-G99);G09;séquelles d'affections inflammatoires du système nerveux central;< 5;< 5
6 - Maladies du système nerveux (G00-G99);G10;chorée de Huntington;66;0
6 - Maladies du système nerveux (G00-G99);G11;ataxie héréditaire;110;23
6 - Maladies du système nerveux (G00-G99);G12;amyotrophie spinale et syndrômes apparentés;532;75
6 - Maladies du système nerveux (G00-G99);G13;atrophies systémiques affectant principalement le système nerveux central au cours de maladies classées ailleurs;9;0
6 - Maladies du système nerveux (G00-G99);G14;syndrome post-polio;5;0
6 - Maladies du système nerveux (G00-G99);G20;maladie de Parkinson;2311;25
6 - Maladies du système nerveux (G00-G99);G21;syndrome parkinsonien secondaire;220;0
6 - Maladies du système nerveux (G00-G99);G23;d'autres maladies dégénératives des noyaux gris centraux;109;< 5
6 - Maladies du système nerveux (G00-G99);G24;dystonie;127;18
6 - Maladies du système nerveux (G00-G99);G25;d'autres troubles extrapiramidaux et moteurs;1114;20
6 - Maladies du système nerveux (G00-G99);G26;syndromes extrapyramidaux et des troubles de la motricité au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G30;maladie d'Alzheimer;4180;23
6 - Maladies du système nerveux (G00-G99);G31;d'autres maladies dégénératives du système nerveux, non classées ailleurs;2079;17
6 - Maladies du système nerveux (G00-G99);G32;d'autres maladies dégénératives du système nerveux au cours de maladies classées ailleurs;< 5;0
6 - Maladies du système nerveux (G00-G99);G35;sclérose en plaques;1423;103
6 - Maladies du système nerveux (G00-G99);G36;autre démyélinisation aiguë disséminée;128;117
6 - Maladies du système nerveux (G00-G99);G37;d'autres maladies démyélinisantes du système nerveux central;171;6
6 - Maladies du système nerveux (G00-G99);G40;épilepsie et crises récurrentes;14024;283
6 - Maladies du système nerveux (G00-G99);G43;migraine;2279;32
6 - Maladies du système nerveux (G00-G99);G44;d'autres syndromes d'algies céphaliques;1209;72
6 - Maladies du système nerveux (G00-G99);G45;accidents ischémiques cérébraux transitoires et syndromes associés;7054;40
6 - Maladies du système nerveux (G00-G99);G46;syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires;40;< 5
6 - Maladies du système nerveux (G00-G99);G47;troubles du sommeil;53446;1718
6 - Maladies du système nerveux (G00-G99);G50;troubles du nerf trijumeau;333;94
6 - Maladies du système nerveux (G00-G99);G51;troubles du nerf facial;388;26
6 - Maladies du système nerveux (G00-G99);G52;troubles d'autres nerfs crâniens;46;116
6 - Maladies du système nerveux (G00-G99);G53;troubles des nerfs crâniens au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G54;troubles du racine et du plexus nerveux;255;73
6 - Maladies du système nerveux (G00-G99);G55;compression des racines et des plexus nerveux au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G56;mononévrites du membre supérieur;625;27857
6 - Maladies du système nerveux (G00-G99);G57;mononévrite du membre inférieur;271;965
6 - Maladies du système nerveux (G00-G99);G58;d'autres mononévrites;166;220
6 - Maladies du système nerveux (G00-G99);G59;mononévrite au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G60;neuropathie héréditaire et idiopathique;238;8
6 - Maladies du système nerveux (G00-G99);G61;polynévrite inflammatoire;1894;324
6 - Maladies du système nerveux (G00-G99);G62;polynévrites inflammatoires autres et non spécifiées;781;108
6 - Maladies du système nerveux (G00-G99);G63;polynévrite au cours de maladies classées ailleurs;< 5;< 5
6 - Maladies du système nerveux (G00-G99);G64;d'autres troubles du système nerveux périphérique;7;< 5
6 - Maladies du système nerveux (G00-G99);G65;séquelles d'autres polynévrites inflammatoires et toxiques;12;0
6 - Maladies du système nerveux (G00-G99);G70;myasthénie et d'autres troubles neuromusculaires;250;51
6 - Maladies du système nerveux (G00-G99);G71;troubles musculaires primitifs;241;24
6 - Maladies du système nerveux (G00-G99);G72;myopathies autres et non spécifiées;120;21
6 - Maladies du système nerveux (G00-G99);G73;troubles de la jonction neuromusculaire et du muscle au cours de maladies classées ailleurs;< 5;0
6 - Maladies du système nerveux (G00-G99);G80;paralysie cérébrale;158;244
6 - Maladies du système nerveux (G00-G99);G81;hémiplégie et hémiparésie;332;39
6 - Maladies du système nerveux (G00-G99);G82;paraplégie (paraparésie) et tétraplégie (quadriparésie);210;27
6 - Maladies du système nerveux (G00-G99);G83;d'autres syndromes paralytiques;298;22
6 - Maladies du système nerveux (G00-G99);G89;douleur, non classée ailleurs;3902;204887
6 - Maladies du système nerveux (G00-G99);G90;troubles du système nerveux autonome;350;217
6 - Maladies du système nerveux (G00-G99);G91;hydrocéphalie;708;36
6 - Maladies du système nerveux (G00-G99);G92;encéphalopathie toxique;118;0
6 - Maladies du système nerveux (G00-G99);G93;d'autres troubles du cerveau;911;94
6 - Maladies du système nerveux (G00-G99);G94;d'autres troubles de l'encéphale au cours de maladies classées ailleurs;0;0
6 - Maladies du système nerveux (G00-G99);G95;maladies de la moelle epinière autres et non spécifiées;193;55
6 - Maladies du système nerveux (G00-G99);G96;d'autres troubles du système nerveux central;193;28
6 - Maladies du système nerveux (G00-G99);G97;complications et troubles peropératoires et post-procédurales du système nerveux, non classés ailleurs;685;88
6 - Maladies du système nerveux (G00-G99);G98;d'autres troubles du système nerveux non classés ailleurs;15;< 5
6 - Maladies du système nerveux (G00-G99);G99;d'autres troubles du système nerveux au cours de maladies classées ailleurs;< 5;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H00;orgelet et chalazion;18;365
7 - Maladies de l'œil et de ses annexes (H00-H59);H01;autre inflammation de la paupière;6;34
7 - Maladies de l'œil et de ses annexes (H00-H59);H02;d'autres troubles de la paupière;118;5763
7 - Maladies de l'œil et de ses annexes (H00-H59);H04;troubles du système lacrimal;215;868
7 - Maladies de l'œil et de ses annexes (H00-H59);H05;troubles de l'orbite;164;34
7 - Maladies de l'œil et de ses annexes (H00-H59);H10;conjonctivite;38;17
7 - Maladies de l'œil et de ses annexes (H00-H59);H11;d'autres troubles du conjonctive;21;582
7 - Maladies de l'œil et de ses annexes (H00-H59);H15;troubles de la sclérotique;< 5;12
7 - Maladies de l'œil et de ses annexes (H00-H59);H16;kératite;213;63
7 - Maladies de l'œil et de ses annexes (H00-H59);H17;cicatrice et opacité cornéennes;22;7
7 - Maladies de l'œil et de ses annexes (H00-H59);H18;d'autres troubles de la cornée;400;169
7 - Maladies de l'œil et de ses annexes (H00-H59);H20;iridocyclite;37;50
7 - Maladies de l'œil et de ses annexes (H00-H59);H21;d'autres troubles de l'iris et du corps ciliaire;26;52
7 - Maladies de l'œil et de ses annexes (H00-H59);H22;troubles de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H25;cataracte liée à l'âge;718;53145
7 - Maladies de l'œil et de ses annexes (H00-H59);H26;autre cataracte;621;41028
7 - Maladies de l'œil et de ses annexes (H00-H59);H27;d'autres troubles du cristallin;55;101
7 - Maladies de l'œil et de ses annexes (H00-H59);H28;cataracte au cours de maladies classées ailleurs;0;< 5
7 - Maladies de l'œil et de ses annexes (H00-H59);H30;inflammation choriorétinienne;9;18
7 - Maladies de l'œil et de ses annexes (H00-H59);H31;d'autres troubles du choroïde;14;16
7 - Maladies de l'œil et de ses annexes (H00-H59);H32;troubles choriorétiniens au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H33;décollements et ruptures de la rétine;1888;1085
7 - Maladies de l'œil et de ses annexes (H00-H59);H34;occlusions vasculaires de la rétine;215;14
7 - Maladies de l'œil et de ses annexes (H00-H59);H35;d'autres troubles de la rétine;1215;1139
7 - Maladies de l'œil et de ses annexes (H00-H59);H36;troubles rétiniens au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H40;glaucome;585;1183
7 - Maladies de l'œil et de ses annexes (H00-H59);H42;glaucome au cours de maladies classées ailleurs;0;0
7 - Maladies de l'œil et de ses annexes (H00-H59);H43;troubles du corps vitré;853;753
7 - Maladies de l'œil et de ses annexes (H00-H59);H44;troubles du globe oculaire;162;111
7 - Maladies de l'œil et de ses annexes (H00-H59);H46;névrite oculaire;229;5
7 - Maladies de l'œil et de ses annexes (H00-H59);H47;d'autres troubles du nerf optique et des voies optiques;126;17
7 - Maladies de l'œil et de ses annexes (H00-H59);H49;strabisme paralytique;245;87
7 - Maladies de l'œil et de ses annexes (H00-H59);H50;autre strabisme;91;2618
7 - Maladies de l'œil et de ses annexes (H00-H59);H51;d'autres troubles des mouvements binoculaires;25;20
7 - Maladies de l'œil et de ses annexes (H00-H59);H52;troubles de la réfraction et de l'accomodation;6;190
7 - Maladies de l'œil et de ses annexes (H00-H59);H53;troubles de la vision;335;57
7 - Maladies de l'œil et de ses annexes (H00-H59);H54;cécité et basse vision;51;14
7 - Maladies de l'œil et de ses annexes (H00-H59);H55;nystagmus et d'autres mouvements oculaires irréguliers;35;37
7 - Maladies de l'œil et de ses annexes (H00-H59);H57;d'autres troubles des yeux et des annexes;57;112
7 - Maladies de l'œil et de ses annexes (H00-H59);H59;complications et troubles peropératoires et post-procédurales de l'oeil et des annexes, non classés ailleurs;182;392
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H60;otite externe;185;127
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H61;d'autres troubles de l'oreille externe;115;523
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H62;troubles de l'oreille externe au cours de maladies classées ailleurs;< 5;< 5
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H65;otite moyenne non suppurée;361;9435
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H66;otite moyenne suppurée spécifiée;1122;2484
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H67;otite moyenne au cours de maladies classées ailleurs;0;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H68;salpingite et obstruction de la trompe d'Eustache;0;23
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H69;troubles de la trompe d'Eustache, autres et non spécifiés;< 5;85
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H70;mastoïdite et affections apparentées;181;16
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H71;cholestéatome de l'oreille moyenne;764;221
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H72;perforation du tympan;764;1110
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H73;d'autres troubles du tympan;92;311
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H74;d'autres troubles de la mastoïde de l'oreille moyenne;152;189
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H75;d'autres troubles de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs;< 5;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H80;otosclérose;490;67
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H81;troubles de la fonction vestibulaire;3199;171
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H82;syndrome vertigineux au cours de maladies classées ailleurs;0;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H83;d'autres maladies de l'oreille interne;105;18
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H90;perte auditive de transmission et neurosensorielle;482;275
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H91;perte auditive autre et non spécifiée;156;229
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H92;otalgie et effusion de l'oreille;20;62
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H93;d'autres troubles de l'oreille non classés ailleurs;200;115
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H94;d'autres troubles de l'oreille au cours de maladies classées ailleurs;0;0
8 - Maladies de l'oreille et de l'apophyse mastoïde (H60-H95);H95;complications et troubles peropératoires et post-procéduraux de l'oreille et de l'apophyse mastoïde;150;63
9 - Maladies de l'appareil circulatoire (I00-I99);I00;rhumatisme articulaire aigu, sans mention d'une atteinte cardiaque;7;7
9 - Maladies de l'appareil circulatoire (I00-I99);I01;fièvre rhumatismale impliquant le coeur;14;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I02;chorée rhumatismale;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I05;maladies rhumatismales de la valve mitrale;127;11
9 - Maladies de l'appareil circulatoire (I00-I99);I06;maladie rhumatismale de la valve aortique;50;5
9 - Maladies de l'appareil circulatoire (I00-I99);I07;maladies rhumatismales de la valve tricuspidienne;13;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I08;maladies de multiples valves;772;117
9 - Maladies de l'appareil circulatoire (I00-I99);I09;d'autres cardiopathies rhumatismales;35;0
9 - Maladies de l'appareil circulatoire (I00-I99);I10;hypertension essentielle (primitive);1079;94
9 - Maladies de l'appareil circulatoire (I00-I99);I11;cardiopathie hypertensive;5693;243
9 - Maladies de l'appareil circulatoire (I00-I99);I12;néphropathie hypertensive chronique;1814;411
9 - Maladies de l'appareil circulatoire (I00-I99);I13;cardiopathie hypertensive et néphropathie chronique;10774;172
9 - Maladies de l'appareil circulatoire (I00-I99);I15;hypertension secondaire;71;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I16;crise hypertensive;703;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I20;angine de poitrine;1754;1169
9 - Maladies de l'appareil circulatoire (I00-I99);I21;infarctus aigu du myocarde;16296;1260
9 - Maladies de l'appareil circulatoire (I00-I99);I22;infarctus du myocarde subséquent avec et sans élévation du segment ST (STEMI et NSTEMI);58;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I23;certaines complications actuelles à la suite d'une infarctus du myocarde avec et sans élévation ST (dans un délai de 28 jours);24;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I24;d'autres cardiopathies ischémiques;376;77
9 - Maladies de l'appareil circulatoire (I00-I99);I25;cardiopathie ischémique chronique;28563;18953
9 - Maladies de l'appareil circulatoire (I00-I99);I26;embolie pulmonaire;5643;16
9 - Maladies de l'appareil circulatoire (I00-I99);I27;d'autres cardiopathies pulmonaires;728;54
9 - Maladies de l'appareil circulatoire (I00-I99);I28;d'autres maladies des vaisseaux pulmonaires;33;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I30;péricardite aiguë;1186;11
9 - Maladies de l'appareil circulatoire (I00-I99);I31;d'autres maladies du péricarde;775;23
9 - Maladies de l'appareil circulatoire (I00-I99);I32;péricardite au cours de maladies classées ailleurs;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I33;endocardite aiguë et subaiguë;423;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I34;troubles non rhumatismaux de la valve mitrale;1266;328
9 - Maladies de l'appareil circulatoire (I00-I99);I35;troubles non rhumatismaux de la valvule aortique;4270;771
9 - Maladies de l'appareil circulatoire (I00-I99);I36;troubles non rhumatismaux de la valvule tricuspide;64;7
9 - Maladies de l'appareil circulatoire (I00-I99);I37;troubles non rhumatismaux de la valvule pulmonaire;18;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I38;endocardite, valvule non spécifiée;21;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I39;endocardite et troubles valvulaires cardiaques au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I40;myocardite aiguë;281;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I41;myocardite au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I42;myocardiopathie;1007;342
9 - Maladies de l'appareil circulatoire (I00-I99);I43;myocardiopathie au cours de maladies classées ailleurs;< 5;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I44;bloc auriculo-ventriculaire et bloc de brance gauche;3655;144
9 - Maladies de l'appareil circulatoire (I00-I99);I45;d'autres troubles de la conduction cardiaque;970;97
9 - Maladies de l'appareil circulatoire (I00-I99);I46;arrêt cardiaque;776;73
9 - Maladies de l'appareil circulatoire (I00-I99);I47;tachycardie paroxystique;5169;776
9 - Maladies de l'appareil circulatoire (I00-I99);I48;fibrillation et flutter auriculaires;18672;7215
9 - Maladies de l'appareil circulatoire (I00-I99);I49;d'autres arythmies cardiaques;4515;584
9 - Maladies de l'appareil circulatoire (I00-I99);I50;défaillance cardiaque;10440;320
9 - Maladies de l'appareil circulatoire (I00-I99);I51;complications et cardiopathies mal définies;1025;157
9 - Maladies de l'appareil circulatoire (I00-I99);I52;d'autres cardiopathies au cours de maladies classées ailleurs;0;0
9 - Maladies de l'appareil circulatoire (I00-I99);I60;hémorragie sous-arachnoïdienne non traumatique;879;23
9 - Maladies de l'appareil circulatoire (I00-I99);I61;hémorragie intracérébrale non traumatique;2693;18
9 - Maladies de l'appareil circulatoire (I00-I99);I62;hémorragie intracrânienne non traumatique, autre et non spécifiée;922;10
9 - Maladies de l'appareil circulatoire (I00-I99);I63;infarctus cérébral;16628;113
9 - Maladies de l'appareil circulatoire (I00-I99);I65;occlusion et sénose des artères précérébrales, non résultant dans infarctus cérébral;2785;122
9 - Maladies de l'appareil circulatoire (I00-I99);I66;occlusion et sténose des artères cérébrales, non résultant dans un infarctus cérébral;124;10
9 - Maladies de l'appareil circulatoire (I00-I99);I67;d'autres maladies cérébrovasculaires;1967;482
9 - Maladies de l'appareil circulatoire (I00-I99);I68;troubles cérébrovasculaires au cours de maladies classées ailleurs;16;< 5
9 - Maladies de l'appareil circulatoire (I00-I99);I69;séquelles de maladie cérébrovasculaires;1820;77
9 - Maladies de l'appareil circulatoire (I00-I99);I70;athérosclérose;13035;1555
9 - Maladies de l'appareil circulatoire (I00-I99);I71;anévrisme et dissection de l'aorte;2607;73
9 - Maladies de l'appareil circulatoire (I00-I99);I72;autre anévrisme;703;90
9 - Maladies de l'appareil circulatoire (I00-I99);I73;d'autres maladies vasculaires périphériques;139;48
9 - Maladies de l'appareil circulatoire (I00-I99);I74;embole et thrombose artérielles;1430;64
9 - Maladies de l'appareil circulatoire (I00-I99);I75;athéroembolie;70;7
9 - Maladies de l'appareil circulatoire (I00-I99);I76;embolie artérielle septique;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I77;d'autres troubles des artères et artérioles;695;170
9 - Maladies de l'appareil circulatoire (I00-I99);I78;maladies des capillaires;70;195
9 - Maladies de l'appareil circulatoire (I00-I99);I79;trouble des artères, des artérioles et de capillaires au cours de maladies classées ailleurs;< 5;0
9 - Maladies de l'appareil circulatoire (I00-I99);I80;phlébite et thrombophlébite;189;31
9 - Maladies de l'appareil circulatoire (I00-I99);I81;thrombose de la veine porte;190;13
9 - Maladies de l'appareil circulatoire (I00-I99);I82;autre embolie et thrombose veineuses;1264;88
9 - Maladies de l'appareil circulatoire (I00-I99);I83;varices du membre inférieur;1332;13078
9 - Maladies de l'appareil circulatoire (I00-I99);I85;varices oesophagiennes;230;404
9 - Maladies de l'appareil circulatoire (I00-I99);I86;varices oesophagiennes d'autres sites;106;864
9 - Maladies de l'appareil circulatoire (I00-I99);I87;d'autres troubles des veines;629;2107
9 - Maladies de l'appareil circulatoire (I00-I99);I88;lymphadénite non spécifique;706;91
9 - Maladies de l'appareil circulatoire (I00-I99);I89;d'autres troubles non infectieux des vaisseaux et des ganglions lymphatiques;339;77
9 - Maladies de l'appareil circulatoire (I00-I99);I95;hypotension;4154;18
9 - Maladies de l'appareil circulatoire (I00-I99);I96;gangrène, non classée ailleurs;306;115
9 - Maladies de l'appareil circulatoire (I00-I99);I97;complications et troubles peropératoires et post-procéduraux du système circulatoire, non classés ailleurs;857;80
9 - Maladies de l'appareil circulatoire (I00-I99);I99;troubles du système circulatoire, autres et non spécifiés;45;84
10 - Maladies de l'appareil respiratoire (J00-J99);J00;rhinopharyngite aiguë [rhume banal];1360;6
10 - Maladies de l'appareil respiratoire (J00-J99);J01;sinusite maxillaire;382;108
10 - Maladies de l'appareil respiratoire (J00-J99);J02;pharyngite aiguë;983;20
10 - Maladies de l'appareil respiratoire (J00-J99);J03;amygdalite aiguë;2897;1296
10 - Maladies de l'appareil respiratoire (J00-J99);J04;laryngite et trachéïte aiguës;354;11
10 - Maladies de l'appareil respiratoire (J00-J99);J05;laryngite obstructive [croup] et épiglottite aiguës;293;7
10 - Maladies de l'appareil respiratoire (J00-J99);J06;infections aiguës des voies respiratoires supérieures de sites multiples et non spécifiés;2819;21
10 - Maladies de l'appareil respiratoire (J00-J99);J09;grippe due à certains virus grippaux identifiés;1464;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J10;grippe due à un autre virus grippal identifié;4165;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J11;grippe due à un virus grippal non identifé;1145;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J12;pneumonie virale;36510;30
10 - Maladies de l'appareil respiratoire (J00-J99);J13;pneumonie à Streptocoque pneumoniae;906;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J14;pneumonie à Haemophilus influenzae;404;6
10 - Maladies de l'appareil respiratoire (J00-J99);J15;pneumonie bactérienne, non classée ailleurs;4831;14
10 - Maladies de l'appareil respiratoire (J00-J99);J16;pneumonie due à d'autres micro-organismes, non classée ailleurs;339;0
10 - Maladies de l'appareil respiratoire (J00-J99);J17;pneumonie au cours de maladies classées ailleurs;< 5;0
10 - Maladies de l'appareil respiratoire (J00-J99);J18;pneumonie, organisme non spécifié;16002;98
10 - Maladies de l'appareil respiratoire (J00-J99);J20;bronchite aiguë;4553;46
10 - Maladies de l'appareil respiratoire (J00-J99);J21;bronchiolite aiguë;4326;25
10 - Maladies de l'appareil respiratoire (J00-J99);J22;infection aigüe des voies respiratoires inférieures, non spécifiée;1828;25
10 - Maladies de l'appareil respiratoire (J00-J99);J30;rhinite vasomotrice et allergique;45;78
10 - Maladies de l'appareil respiratoire (J00-J99);J31;rhinite chronique, rhinopharyngite et pharyngite;159;179
10 - Maladies de l'appareil respiratoire (J00-J99);J32;sinusite maxillaire;2029;2054
10 - Maladies de l'appareil respiratoire (J00-J99);J33;polype nasal;398;407
10 - Maladies de l'appareil respiratoire (J00-J99);J34;troubles autres et non spécifiés du nez et des sinuz du nez;4620;6015
10 - Maladies de l'appareil respiratoire (J00-J99);J35;maladies chroniques des amygdales et des adénoïtes;2372;11472
10 - Maladies de l'appareil respiratoire (J00-J99);J36;angine phlegmoneuse;1161;41
10 - Maladies de l'appareil respiratoire (J00-J99);J37;laryngite et laryngo-trachéite chroniques;9;27
10 - Maladies de l'appareil respiratoire (J00-J99);J38;maladies des cordes vocales et du larynx, non classées ailleurs;429;1389
10 - Maladies de l'appareil respiratoire (J00-J99);J39;d'autres maladies des voies respiratoires supérieures;448;385
10 - Maladies de l'appareil respiratoire (J00-J99);J40;bronchite, non spécifiée comme aiguë ou chronique;423;51
10 - Maladies de l'appareil respiratoire (J00-J99);J41;bronchite chronique simple et mucopurulente;20;13
10 - Maladies de l'appareil respiratoire (J00-J99);J42;bronchite chronique, non spécifiée;77;84
10 - Maladies de l'appareil respiratoire (J00-J99);J43;emphysème;306;18
10 - Maladies de l'appareil respiratoire (J00-J99);J44;autre broncho-pneumopathie chronique obstructive;22120;215
10 - Maladies de l'appareil respiratoire (J00-J99);J45;asthme;3325;68
10 - Maladies de l'appareil respiratoire (J00-J99);J47;bronchectasie;1029;178
10 - Maladies de l'appareil respiratoire (J00-J99);J60;pneumoconiose des mineurs de charbon;33;28
10 - Maladies de l'appareil respiratoire (J00-J99);J61;pneumoconiose due à l'amiante et à d'autres fibres minérales;< 5;0
10 - Maladies de l'appareil respiratoire (J00-J99);J62;pneumoconiose due aux poussières contenant de la silice;17;13
10 - Maladies de l'appareil respiratoire (J00-J99);J63;pneumoconiose due à d'autres poussières inorganiques;< 5;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J64;pneumoconiose, non spécifiée;< 5;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J65;pneumoconiose associée à la tuberculose;5;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J66;maladie des voies aériennes due aux poussières organiques spécifiées;< 5;0
10 - Maladies de l'appareil respiratoire (J00-J99);J67;pneumonie d' hypersensibilité à poussières organiques;99;10
10 - Maladies de l'appareil respiratoire (J00-J99);J68;affections respiratoires dues à inhalation d'agents chimiques, d'émanations, de fumées et de gaz;12;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J69;pneumonite due aux substances solides ou liquides;3280;7
10 - Maladies de l'appareil respiratoire (J00-J99);J70;affections respiratoires dues à d'autres agents externes;341;38
10 - Maladies de l'appareil respiratoire (J00-J99);J80;syndrome de détresse respiratoire aiguë;498;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J81;oedème pulmonaire;302;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J82;pneumopathie à éosinophilie, non classée ailleurs;111;12
10 - Maladies de l'appareil respiratoire (J00-J99);J84;d'autres pneumopathies interstitielles;1360;163
10 - Maladies de l'appareil respiratoire (J00-J99);J85;abcès pulmonaire et du médiastin;332;24
10 - Maladies de l'appareil respiratoire (J00-J99);J86;pyothorax;437;27
10 - Maladies de l'appareil respiratoire (J00-J99);J90;épanchement pleural, non classé ailleurs;928;45
10 - Maladies de l'appareil respiratoire (J00-J99);J91;épanchement pleural au cours d'affections classées ailleurs;253;9
10 - Maladies de l'appareil respiratoire (J00-J99);J92;plaque pleurale;25;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J93;pneumothorax et fuite d'air;1376;12
10 - Maladies de l'appareil respiratoire (J00-J99);J94;d'autres affections peurales;162;< 5
10 - Maladies de l'appareil respiratoire (J00-J99);J95;complications et troubles peropératoires et post-procédurales du système respiratoire, non classés ailleurs;1246;221
10 - Maladies de l'appareil respiratoire (J00-J99);J96;défaillance respiratoire;4902;10
10 - Maladies de l'appareil respiratoire (J00-J99);J98;d'autres troubles respiratoires;3690;998
10 - Maladies de l'appareil respiratoire (J00-J99);J99;affections respiratoires au cours de maladies classées ailleurs;0;0
11 - Maladies de l'appareil digestif (K00-K95);K00;troubles du l'odontogénèse et de l'éruption dentaire;37;6011
11 - Maladies de l'appareil digestif (K00-K95);K01;dents incluses et enclavées;235;53597
11 - Maladies de l'appareil digestif (K00-K95);K02;carie dentaire;322;31067
11 - Maladies de l'appareil digestif (K00-K95);K03;d'autres malasies des tissus dentaires durs;12;2525
11 - Maladies de l'appareil digestif (K00-K95);K04;maladies de la pulpe et des tissus périapicaux;693;12785
11 - Maladies de l'appareil digestif (K00-K95);K05;gingivite et maladies parodontales;193;2527
11 - Maladies de l'appareil digestif (K00-K95);K06;d'autres troubles de la gencive et de la crête alvéolaire édentée;35;693
11 - Maladies de l'appareil digestif (K00-K95);K08;d'autres troules des dents et du parodonte;373;19623
11 - Maladies de l'appareil digestif (K00-K95);K09;kystes de la région buccale, non classées allieurs;34;670
11 - Maladies de l'appareil digestif (K00-K95);K11;maladies des glandes salivaires;514;491
11 - Maladies de l'appareil digestif (K00-K95);K12;stomatite et lésions apparentées;884;437
11 - Maladies de l'appareil digestif (K00-K95);K13;d'autres maladies des lèvres et de la muqueuse orale;115;1180
11 - Maladies de l'appareil digestif (K00-K95);K14;maladies de la langue;57;132
11 - Maladies de l'appareil digestif (K00-K95);K20;oesophagite;362;2984
