hfdst;icd_code;diagnose;klass_hosp;dag_hosp
VI - Ziekten van zenuwstelsel (G00-G99);G80;cerebrale paralyse;231;223
VI - Ziekten van zenuwstelsel (G00-G99);G81;hemiplegie en hemiparese;427;40
VI - Ziekten van zenuwstelsel (G00-G99);G82;paraplegie en tetraplegie;336;24
VI - Ziekten van zenuwstelsel (G00-G99);G83;andere paralytische syndromen;365;19
VI - Ziekten van zenuwstelsel (G00-G99);G89;pijn, niet elders geclassificeerd;5565;191413
VI - Ziekten van zenuwstelsel (G00-G99);G90;stoornissen van autonoom zenuwstelsel;422;372
VI - Ziekten van zenuwstelsel (G00-G99);G91;hydrocefalus;943;33
VI - Ziekten van zenuwstelsel (G00-G99);G92;toxische encefalopathie;128;0
VI - Ziekten van zenuwstelsel (G00-G99);G93;andere hersenstoornissen;1059;96
VI - Ziekten van zenuwstelsel (G00-G99);G94;andere hersenstoornissen bij elders geclassificeerde ziekten;< 5;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G95;andere et niet gespecificeerde ziekten van ruggenmerg;235;52
VI - Ziekten van zenuwstelsel (G00-G99);G96;andere stoornissen van centraal zenuwstelsel;224;20
VI - Ziekten van zenuwstelsel (G00-G99);G97;peroperatieve en postprocedurele complicaties en stoornissen van zenuwstelsel, niet elders geclassificeerd;838;100
VI - Ziekten van zenuwstelsel (G00-G99);G98;andere stoornissen van zenuwstelsel, niet elders geclassificeerd;16;< 5
VI - Ziekten van zenuwstelsel (G00-G99);G99;andere stoornissen van zenuwstelsel bij elders geclassificeerde ziekten;0;0
VI - Ziekten van zenuwstelsel (G00-G99);;;131196;232691
VII - Ziekten van oog en adnexen (H00-H59);H00;hordeolum en chalazion;47;531
VII - Ziekten van oog en adnexen (H00-H59);H01;andere ontstekingen van ooglid;18;34
VII - Ziekten van oog en adnexen (H00-H59);H02;andere stoornissen van ooglid;187;6747
VII - Ziekten van oog en adnexen (H00-H59);H04;stoornissen van traanapparaat;356;1368
VII - Ziekten van oog en adnexen (H00-H59);H05;stoornissen van orbita;240;40
VII - Ziekten van oog en adnexen (H00-H59);H10;Conjunctivitis;91;17
VII - Ziekten van oog en adnexen (H00-H59);H11;andere stoornissen van conjunctiva;24;705
VII - Ziekten van oog en adnexen (H00-H59);H15;stoornissen van sclera;11;11
VII - Ziekten van oog en adnexen (H00-H59);H16;keratitis;294;36
VII - Ziekten van oog en adnexen (H00-H59);H17;littekens en troebelingen van cornea;31;6
VII - Ziekten van oog en adnexen (H00-H59);H18;andere stoornissen van cornea;523;166
VII - Ziekten van oog en adnexen (H00-H59);H20;iridocyclitis;56;82
VII - Ziekten van oog en adnexen (H00-H59);H21;andere stoornissen van iris en corpus ciliare;23;57
VII - Ziekten van oog en adnexen (H00-H59);H22;stoornissen van iris en corpus ciliare bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H25;leeftijdsgebonden cataract;1524;71963
VII - Ziekten van oog en adnexen (H00-H59);H26;ander cataract;1541;51770
VII - Ziekten van oog en adnexen (H00-H59);H27;andere stoornissen van lens;88;132
VII - Ziekten van oog en adnexen (H00-H59);H28;cataract bij elders geclassificeerde ziekten;0;6
VII - Ziekten van oog en adnexen (H00-H59);H30;choroïdoretinale ontsteking;10;20
VII - Ziekten van oog en adnexen (H00-H59);H31;andere stoornissen van choroidea;11;5
VII - Ziekten van oog en adnexen (H00-H59);H32;choroïdoretinale stoornissen bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H33;netvliesloslatingen en netvliesscheuren;2308;1037
VII - Ziekten van oog en adnexen (H00-H59);H34;vaatafsluitingen van retina;163;19
VII - Ziekten van oog en adnexen (H00-H59);H35;andere stoornissen van retina;1417;1120
VII - Ziekten van oog en adnexen (H00-H59);H36;stoornissen van retina bij elders geclassificeerde ziekten;0;0
VII - Ziekten van oog en adnexen (H00-H59);H40;glaucoom;813;1274
VII - Ziekten van oog en adnexen (H00-H59);H42;glaucoom bij elders geclassificeerde ziekten;< 5;0
VII - Ziekten van oog en adnexen (H00-H59);H43;stoornissen van corpus vitreum;933;849
VII - Ziekten van oog en adnexen (H00-H59);H44;stoornissen van oogbol;185;88
VII - Ziekten van oog en adnexen (H00-H59);H46;neuritis optica;249;11
VII - Ziekten van oog en adnexen (H00-H59);H47;andere stoornissen van nervus opticus (II) en optische banen;123;27
VII - Ziekten van oog en adnexen (H00-H59);H49;paralytische strabismus;230;88
VII - Ziekten van oog en adnexen (H00-H59);H50;andere strabismus;121;3568
VII - Ziekten van oog en adnexen (H00-H59);H51;andere stoornissen in binoculaire oogbewegingen;21;35
VII - Ziekten van oog en adnexen (H00-H59);H52;stoornissen in refractie en accommodatie;11;298
VII - Ziekten van oog en adnexen (H00-H59);H53;visuele stoornissen;377;63
VII - Ziekten van oog en adnexen (H00-H59);H54;blindheid en slechtziendheid;79;22
VII - Ziekten van oog en adnexen (H00-H59);H55;nystagmus en andere onregelmatige oogbewegingen;47;37
VII - Ziekten van oog en adnexen (H00-H59);H57;andere stoornissen van oog en adnexen;66;92
VII - Ziekten van oog en adnexen (H00-H59);H59;peroperatieve en postprocedurele complicaties en stoornissen van oog en adnexen, niet elders geclassificeerd;277;402
VII - Ziekten van oog en adnexen (H00-H59);;;12496;142726
VIII - Ziekten van oor en processus mastoideus (H60-H95);H60;otitis externa;236;124
VIII - Ziekten van oor en processus mastoideus (H60-H95);H61;andere stoornissen van uitwendig oor;168;677
VIII - Ziekten van oor en processus mastoideus (H60-H95);H62;stoornissen van uitwendig oor bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H65;niet-etterige otitis media;495;17101
VIII - Ziekten van oor en processus mastoideus (H60-H95);H66;etterige otitis media en niet gespecificeerd;1811;5016
VIII - Ziekten van oor en processus mastoideus (H60-H95);H67;otitis media bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H68;ontsteking en obstructie van tuba Eustachii;< 5;22
VIII - Ziekten van oor en processus mastoideus (H60-H95);H69;andere en niet gespecificeerde stoornissen van tuba Eustachii;6;108
VIII - Ziekten van oor en processus mastoideus (H60-H95);H70;mastoïditis en verwante aandoeningen;283;30
VIII - Ziekten van oor en processus mastoideus (H60-H95);H71;cholesteatoom van middenoor;969;181
VIII - Ziekten van oor en processus mastoideus (H60-H95);H72;perforatie van trommelvlies;1245;1349
VIII - Ziekten van oor en processus mastoideus (H60-H95);H73;andere stoornissen van trommelvlies;160;430
VIII - Ziekten van oor en processus mastoideus (H60-H95);H74;andere stoornissen van middenoor en mastoïd;257;266
VIII - Ziekten van oor en processus mastoideus (H60-H95);H75;andere stoornissen van middenoor en mastoïd bij elders geclassificeerde ziekten;< 5;< 5
VIII - Ziekten van oor en processus mastoideus (H60-H95);H80;otosclerose;693;56
VIII - Ziekten van oor en processus mastoideus (H60-H95);H81;vestibulaire functiestoornissen;4002;187
VIII - Ziekten van oor en processus mastoideus (H60-H95);H82;vertigosyndromen bij elders geclassificeerde ziekten;< 5;0
VIII - Ziekten van oor en processus mastoideus (H60-H95);H83;andere ziekten van binnenoor;174;25
VIII - Ziekten van oor en processus mastoideus (H60-H95);H90;gehoorverlies door geleidings- en perceptiestoornis;534;247
VIII - Ziekten van oor en processus mastoideus (H60-H95);H91;ander en niet gespecificeerd gehoorverliezen;277;320
VIII - Ziekten van oor en processus mastoideus (H60-H95);H92;oorpijn en uitvloed uit oor;30;117
VIII - Ziekten van oor en processus mastoideus (H60-H95);H93;andere stoornissen van oor, niet elders geclassificeerd;235;228
VIII - Ziekten van oor en processus mastoideus (H60-H95);H94;andere stoornissen van oor bij elders geclassificeerde ziekten;< 5;< 5
VIII - Ziekten van oor en processus mastoideus (H60-H95);H95;peroperatieve en postprocedurele complicaties en stoornissen van oor en processus mastoideus, niet elders geclassificeerd;224;41
VIII - Ziekten van oor en processus mastoideus (H60-H95);;;11812;26529
IX - Ziekten van hart en vaatstelsel (I00-I99);I00;acuut reuma zonder vermelding van een hartaandoening;14;5
IX - Ziekten van hart en vaatstelsel (I00-I99);I01;acuut reuma met hartaandoening;17;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I02;reumatische chorea;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I05;reumatische ziekten van mitralisklep;129;7
IX - Ziekten van hart en vaatstelsel (I00-I99);I06;reumatische ziekten van aortaklep;42;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I07;reumatische ziekten van tricuspidalisklep;8;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I08;multipele klepziekten;85;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I09;andere reumatische hartziekten;22;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I10;essentiële (primaire) hypertensie;1730;80
IX - Ziekten van hart en vaatstelsel (I00-I99);I11;hypertensive heart ziekte;4750;83
IX - Ziekten van hart en vaatstelsel (I00-I99);I12;hypertensieve chronische nierziekte;2326;278
IX - Ziekten van hart en vaatstelsel (I00-I99);I13;hypertensieve hartziekte en chronische nierziekte;8016;71
IX - Ziekten van hart en vaatstelsel (I00-I99);I15;secundaire hypertensie;57;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I20;angina pectoris;3006;1254
IX - Ziekten van hart en vaatstelsel (I00-I99);I21;myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI);17592;871
IX - Ziekten van hart en vaatstelsel (I00-I99);I22;recidief myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI);88;5
IX - Ziekten van hart en vaatstelsel (I00-I99);I23;bepaalde actuele complicaties na acuut myocardinfarct met of zonder ST-elevatie (STEMI/NSTEMI), binnen de periode van 30 dagen.;25;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I24;andere acute ischemische hartziekten;426;54
IX - Ziekten van hart en vaatstelsel (I00-I99);I25;chronische ischemische hartziekte;34927;14908
IX - Ziekten van hart en vaatstelsel (I00-I99);I26;longembolie;5581;20
IX - Ziekten van hart en vaatstelsel (I00-I99);I27;andere pulmonale hartziekten;922;35
IX - Ziekten van hart en vaatstelsel (I00-I99);I28;andere ziekten van longvaten;35;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I30;acute pericarditis;1285;7
IX - Ziekten van hart en vaatstelsel (I00-I99);I31;andere ziekten van pericard;804;15
IX - Ziekten van hart en vaatstelsel (I00-I99);I32;pericarditis bij elders geclassificeerde ziekten;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I33;acute en subacute endocarditis;417;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I34;niet-reumatische mitralisklepstoornissen;2012;331
IX - Ziekten van hart en vaatstelsel (I00-I99);I35;niet-reumatische aortaklepstoornissen;5836;636
IX - Ziekten van hart en vaatstelsel (I00-I99);I36;niet-reumatische tricuspidalisklepstoornissen;109;8
IX - Ziekten van hart en vaatstelsel (I00-I99);I37;niet-reumatische pulmonalisklepstoornissen;32;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I38;endocarditis, klep niet gespecificeerd;32;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I39;endocarditis en hartklepstoornissen bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I40;acute myocarditis;269;11
IX - Ziekten van hart en vaatstelsel (I00-I99);I41;myocarditis bij elders geclassificeerde ziekten;0;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I42;cardiomyopathie;1355;271
IX - Ziekten van hart en vaatstelsel (I00-I99);I43;cardiomyopathie bij elders geclassificeerde ziekten;< 5;< 5
IX - Ziekten van hart en vaatstelsel (I00-I99);I44;atrioventriculair block en linker-bundeltakblock;3736;103
IX - Ziekten van hart en vaatstelsel (I00-I99);I45;andere geleidingsstoornissen;1139;69
IX - Ziekten van hart en vaatstelsel (I00-I99);I46;hartstilstand;925;58
IX - Ziekten van hart en vaatstelsel (I00-I99);I47;paroxysmale tachycardie;5995;638
IX - Ziekten van hart en vaatstelsel (I00-I99);I48;atriumfibrillatie en -flutter;23066;6477
IX - Ziekten van hart en vaatstelsel (I00-I99);I49;andere hartritmestoornissen;5410;378
IX - Ziekten van hart en vaatstelsel (I00-I99);I50;hartdecompensatie;16709;264
IX - Ziekten van hart en vaatstelsel (I00-I99);I51;complicaties van hartziekten en slecht omschreven hartziekten;1190;140
IX - Ziekten van hart en vaatstelsel (I00-I99);I52;andere hartstoornissen bij elders geclassificeerde ziekten;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I60;niet traumatische subarachnoïdale bloeding;1004;28
IX - Ziekten van hart en vaatstelsel (I00-I99);I61;niet-traumatische intracerebrale bloeding;2925;20
IX - Ziekten van hart en vaatstelsel (I00-I99);I62;niet-traumatische intracraniale bloedingen, andere en niet gespecificeerd;1084;11
IX - Ziekten van hart en vaatstelsel (I00-I99);I63;cerebraal infarct;17294;41
IX - Ziekten van hart en vaatstelsel (I00-I99);I65;occlusie en stenose van precerebrale arteriën, niet resulterend in cerebraal infarct;3414;86
IX - Ziekten van hart en vaatstelsel (I00-I99);I66;occlusie en stenose van cerebrale arteriën, niet resulterend in cerebraal infarct;98;9
IX - Ziekten van hart en vaatstelsel (I00-I99);I67;andere cerebrovasculaire ziekten;2426;384
IX - Ziekten van hart en vaatstelsel (I00-I99);I68;cerebrovasculaire stoornissen bij elders geclassificeerde ziekten;9;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I69;sekwellen van een cerebrovasculaire ziekte;2527;62
IX - Ziekten van hart en vaatstelsel (I00-I99);I70;atherosclerose;18808;1866
IX - Ziekten van hart en vaatstelsel (I00-I99);I71;aneurysma en dissectie van aorta;2819;79
IX - Ziekten van hart en vaatstelsel (I00-I99);I72;andere aneurysmata;858;111
IX - Ziekten van hart en vaatstelsel (I00-I99);I73;andere perifere vaatziekten;234;59
IX - Ziekten van hart en vaatstelsel (I00-I99);I74;arteriële embolie en trombose;1768;59
IX - Ziekten van hart en vaatstelsel (I00-I99);I75;athero-embolie;144;10
IX - Ziekten van hart en vaatstelsel (I00-I99);I76;septische arteriële embolie;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I77;andere stoornissen van arteriën en arteriolen;824;165
IX - Ziekten van hart en vaatstelsel (I00-I99);I78;ziekten van capillairen;81;197
IX - Ziekten van hart en vaatstelsel (I00-I99);I79;stoornissen van arteriën, arteriolen en capillairen bij elders geclassificeerde ziekten;< 5;0
IX - Ziekten van hart en vaatstelsel (I00-I99);I80;flebitis en tromboflebitis;684;54
IX - Ziekten van hart en vaatstelsel (I00-I99);I81;trombose van vena porta;153;14
IX - Ziekten van hart en vaatstelsel (I00-I99);I82;andere veneuze embolie en trombose;1310;95
IX - Ziekten van hart en vaatstelsel (I00-I99);I83;varices van onderste extremiteiten;2457;21240
IX - Ziekten van hart en vaatstelsel (I00-I99);I85;slokdarmvarices;243;346
IX - Ziekten van hart en vaatstelsel (I00-I99);I86;varices van andere lokalisaties;147;1539
IX - Ziekten van hart en vaatstelsel (I00-I99);I87;andere stoornissen van venen;931;3057
IX - Ziekten van hart en vaatstelsel (I00-I99);I88;niet-specifieke lymfadenitis;1094;96
IX - Ziekten van hart en vaatstelsel (I00-I99);I89;andere niet-infectieuze stoornissen van lymfevaten en lymfeklieren;514;93
IX - Ziekten van hart en vaatstelsel (I00-I99);I95;hypotensie;4594;12
IX - Ziekten van hart en vaatstelsel (I00-I99);I96;gangreen, niet elders geclassificeerd;357;119
IX - Ziekten van hart en vaatstelsel (I00-I99);I97;peroperatieve en postprocedurele complicaties en stoornissen van hart en vaatstelsel, niet elders geclassificeerd;984;103
IX - Ziekten van hart en vaatstelsel (I00-I99);I99;andere en niet gespecificeerde stoornissen van hart en vaatstelsel;92;25
IX - Ziekten van hart en vaatstelsel (I00-I99);;;220010;57074
X - Ziekten van ademhalingsstelsel (J00-J99);J00;acute nasofaryngitis [verkoudheid];1892;7
X - Ziekten van ademhalingsstelsel (J00-J99);J01;acute sinusitis;783;121
X - Ziekten van ademhalingsstelsel (J00-J99);J02;acute faryngitis;1810;25
X - Ziekten van ademhalingsstelsel (J00-J99);J03;acute tonsillitis;4887;1980
X - Ziekten van ademhalingsstelsel (J00-J99);J04;acute laryngitis en tracheïtis;913;30
X - Ziekten van ademhalingsstelsel (J00-J99);J05;acute obstructieve laryngitis [kroep] en epiglottitis;778;6
X - Ziekten van ademhalingsstelsel (J00-J99);J06;acute infecties van bovenste luchtwegen met multipele en niet gespecificeerde lokalisaties;3842;68
X - Ziekten van ademhalingsstelsel (J00-J99);J09;influenza door geïdentificeerde influenzavirussen;1564;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J10;influenza door een ander geïdentificeerd influenzavirus;1409;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J11;influenza door een niet-geïdentificeerd influenzavirus;1524;6
X - Ziekten van ademhalingsstelsel (J00-J99);J12;viruspneumonie, niet elders geclassificeerd;1585;5
X - Ziekten van ademhalingsstelsel (J00-J99);J13;pneumonie door Streptococcus pneumoniae;1209;7
X - Ziekten van ademhalingsstelsel (J00-J99);J14;pneumonie door Haemophilus influenzae;738;19
X - Ziekten van ademhalingsstelsel (J00-J99);J15;bacteriële pneumonie, niet elders geclassificeerd;5682;33
X - Ziekten van ademhalingsstelsel (J00-J99);J16;pneumonie door andere infectieuze organismen, niet elders geclassificeerd;697;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J17;pneumonie bij elders geclassificeerde ziekten;0;0
X - Ziekten van ademhalingsstelsel (J00-J99);J18;pneumonie, niet gespecificeerd organisme;25727;144
X - Ziekten van ademhalingsstelsel (J00-J99);J20;acute bronchitis;9706;90
X - Ziekten van ademhalingsstelsel (J00-J99);J21;acute bronchiolitis;12257;36
X - Ziekten van ademhalingsstelsel (J00-J99);J22;niet gespecificeerde acute infectie van onderste luchtwegen;1127;31
X - Ziekten van ademhalingsstelsel (J00-J99);J30;vasomotorische en allergische rinitis;118;127
X - Ziekten van ademhalingsstelsel (J00-J99);J31;chronische rinitis, nasofaryngitis en faryngitis;235;278
X - Ziekten van ademhalingsstelsel (J00-J99);J32;chronische sinusitis;3678;2965
X - Ziekten van ademhalingsstelsel (J00-J99);J33;neuspoliep;636;427
X - Ziekten van ademhalingsstelsel (J00-J99);J34;andere en niet gespecificeerde stoornissen van neus en neusbijholte;6543;7306
X - Ziekten van ademhalingsstelsel (J00-J99);J35;chronische ziekten van tonsillen en adenoïde vegetatie;4867;25424
X - Ziekten van ademhalingsstelsel (J00-J99);J36;peritonsillair abces;1681;58
X - Ziekten van ademhalingsstelsel (J00-J99);J37;chronische laryngitis en laryngotracheïtis;29;66
X - Ziekten van ademhalingsstelsel (J00-J99);J38;ziekten van stembanden en larynx, niet elders geclassificeerd;692;1909
X - Ziekten van ademhalingsstelsel (J00-J99);J39;andere ziekten van bovenste luchtwegen;610;588
X - Ziekten van ademhalingsstelsel (J00-J99);J40;bronchitis, niet gespecificeerd als acuut of chronisch;1333;102
X - Ziekten van ademhalingsstelsel (J00-J99);J41;eenvoudige en mucopurulente chronische bronchitis;36;28
X - Ziekten van ademhalingsstelsel (J00-J99);J42;niet gespecificeerde chronische bronchitis;180;179
X - Ziekten van ademhalingsstelsel (J00-J99);J43;emfyseem;208;34
X - Ziekten van ademhalingsstelsel (J00-J99);J44;andere chronische obstructieve longziekte (COPD);31227;682
X - Ziekten van ademhalingsstelsel (J00-J99);J45;astma;5719;144
X - Ziekten van ademhalingsstelsel (J00-J99);J47;bronchiëctasie;1020;247
X - Ziekten van ademhalingsstelsel (J00-J99);J60;pneumoconiose van koolmijnwerkers;45;18
X - Ziekten van ademhalingsstelsel (J00-J99);J61;pneumoconiose door asbest en andere minerale vezels;14;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J62;pneumoconiose door silicahoudend stof;21;5
X - Ziekten van ademhalingsstelsel (J00-J99);J63;pneumoconiose door andere anorganische stofdeeltjes;< 5;0
X - Ziekten van ademhalingsstelsel (J00-J99);J64;niet gespecificeerde pneumoconiose;8;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J65;pneumoconiose samengaand met tuberculose;5;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J66;luchtwegziekte door specifiek organisch stof;< 5;0
X - Ziekten van ademhalingsstelsel (J00-J99);J67;overgevoeligheidspneumonitis door organische stofdeeltjes;137;20
X - Ziekten van ademhalingsstelsel (J00-J99);J68;respiratoire aandoeningen door inhalatie van chemische stoffen, gassen, rook en dampen;24;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J69;pneumonitis door vaste stoffen en vloeistoffen;3970;6
X - Ziekten van ademhalingsstelsel (J00-J99);J70;respiratoire aandoeningen door andere uitwendige agentia;280;23
X - Ziekten van ademhalingsstelsel (J00-J99);J80;acute respiratory distress syndrome;221;7
X - Ziekten van ademhalingsstelsel (J00-J99);J81;longoedeem;475;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J82;pulmonale eosinofilie, niet elders geclassificeerd;84;11
X - Ziekten van ademhalingsstelsel (J00-J99);J84;andere interstitiële longziekten;1552;163
X - Ziekten van ademhalingsstelsel (J00-J99);J85;abces van long en mediastinum;361;30
X - Ziekten van ademhalingsstelsel (J00-J99);J86;pyothorax;446;21
X - Ziekten van ademhalingsstelsel (J00-J99);J90;vochtophoping in pleuraholte, niet elders geclassificeerd;1140;74
X - Ziekten van ademhalingsstelsel (J00-J99);J91;vochtophoping in pleuraholte bij elders geclassificeerde aandoeningen;298;8
X - Ziekten van ademhalingsstelsel (J00-J99);J92;pleurazwoerd;32;< 5
X - Ziekten van ademhalingsstelsel (J00-J99);J93;pneumothorax en luchtlek;1713;6
X - Ziekten van ademhalingsstelsel (J00-J99);J94;andere aandoeningen van pleura;215;9
X - Ziekten van ademhalingsstelsel (J00-J99);J95;peroperatieve en postprocedurele complicaties en stoornissen van ademhalingsstelsel, niet elders geclassificeerd;1641;253
X - Ziekten van ademhalingsstelsel (J00-J99);J96;respiratoire insufficiëntie, niet elders geclassificeerd;1230;8
X - Ziekten van ademhalingsstelsel (J00-J99);J98;andere respiratoire stoornissen;2189;1301
X - Ziekten van ademhalingsstelsel (J00-J99);J99;respiratoire stoornissen bij elders geclassificeerde ziekten;0;0
X - Ziekten van ademhalingsstelsel (J00-J99);;;153047;45152
XI - Ziekten van spijsverteringsstelsel (K00-K95);K00;stoornissen van tandontwikkeling en in tanddoorbraak;76;9778
XI - Ziekten van spijsverteringsstelsel (K00-K95);K01;ingesloten en geïmpacteerde tanden;324;58788
XI - Ziekten van spijsverteringsstelsel (K00-K95);K02;tandcariës;480;31936
XI - Ziekten van spijsverteringsstelsel (K00-K95);K03;andere ziekten van harde tandweefsels;26;2025
XI - Ziekten van spijsverteringsstelsel (K00-K95);K04;ziekten van pulpa en periapicale weefsels;793;13549
XI - Ziekten van spijsverteringsstelsel (K00-K95);K05;gingivitis en periodontale ziekten;244;2840
XI - Ziekten van spijsverteringsstelsel (K00-K95);K06;andere stoornissen van gingiva en tandeloze processus alveolaris;44;448
XI - Ziekten van spijsverteringsstelsel (K00-K95);K08;andere stoornissen van gebit en steunweefsels;572;20339
XI - Ziekten van spijsverteringsstelsel (K00-K95);K09;cysten van mondgebied, niet elders geclassificeerd;48;588
XI - Ziekten van spijsverteringsstelsel (K00-K95);K11;ziekten van speekselklieren;669;528
XI - Ziekten van spijsverteringsstelsel (K00-K95);K12;stomatitis en verwante aandoeningen;1247;454
XI - Ziekten van spijsverteringsstelsel (K00-K95);K13;andere ziekten van lippen en mondslijmvlies;159;1226
XI - Ziekten van spijsverteringsstelsel (K00-K95);K14;ziekten van tong;80;182
XI - Ziekten van spijsverteringsstelsel (K00-K95);K20;oesofagitis;638;3363
XI - Ziekten van spijsverteringsstelsel (K00-K95);K21;ziekten door gastro-oesofagale reflux;5529;9658
XI - Ziekten van spijsverteringsstelsel (K00-K95);K22;andere ziekten van slokdarm;3486;6625
XI - Ziekten van spijsverteringsstelsel (K00-K95);K23;stoornissen van slokdarm bij elders geclassificeerde ziekten;< 5;< 5
XI - Ziekten van spijsverteringsstelsel (K00-K95);K25;maagulcus;2502;1128
XI - Ziekten van spijsverteringsstelsel (K00-K95);K26;duodenumulcus;1666;251
XI - Ziekten van spijsverteringsstelsel (K00-K95);K27;peptisch ulcus, lokalisatie niet gespecificeerd;42;11
XI - Ziekten van spijsverteringsstelsel (K00-K95);K28;gastrojejunaal ulcus;428;154
XI - Ziekten van spijsverteringsstelsel (K00-K95);K29;gastritis en duodenitis;4574;14673
XI - Ziekten van spijsverteringsstelsel (K00-K95);K30;functionele dyspepsie;249;252
XI - Ziekten van spijsverteringsstelsel (K00-K95);K31;andere ziekten van maag en duodenum;1801;2385
XI - Ziekten van spijsverteringsstelsel (K00-K95);K35;acute appendicitis;13971;88
XI - Ziekten van spijsverteringsstelsel (K00-K95);K36;andere appendicitis;343;59
XI - Ziekten van spijsverteringsstelsel (K00-K95);K37;appendicitis, niet gespecificeerd;254;17
XI - Ziekten van spijsverteringsstelsel (K00-K95);K38;andere ziekten van appendix;176;20
XI - Ziekten van spijsverteringsstelsel (K00-K95);K40;hernia inguinalis;13552;10713
XI - Ziekten van spijsverteringsstelsel (K00-K95);K41;hernia femoralis;375;150
XI - Ziekten van spijsverteringsstelsel (K00-K95);K42;hernia umbilicalis;3305;3307
XI - Ziekten van spijsverteringsstelsel (K00-K95);K43;hernia ventralis;6732;1325
XI - Ziekten van spijsverteringsstelsel (K00-K95);K44;hernia diaphragmatica;1473;2269
XI - Ziekten van spijsverteringsstelsel (K00-K95);K45;andere gespecificeerde buikbreuken;212;29
XI - Ziekten van spijsverteringsstelsel (K00-K95);K46;niet gespecificeerde buikbreuk;305;48
XI - Ziekten van spijsverteringsstelsel (K00-K95);K50;ziekte van Crohn [enteritis regionalis];3108;5852
XI - Ziekten van spijsverteringsstelsel (K00-K95);K51;ulceratieve colitis;1355;3541
XI - Ziekten van spijsverteringsstelsel (K00-K95);K52;andere niet-infectieuze gastro-enteritis en colitis;12063;3545
XI - Ziekten van spijsverteringsstelsel (K00-K95);K55;vaatstoornissen van darm;2519;683
XI - Ziekten van spijsverteringsstelsel (K00-K95);K56;paralytische ileus en intestinale obstructie zonder hernia;11688;524
XI - Ziekten van spijsverteringsstelsel (K00-K95);K57;diverticulose van darm;12874;22116
XI - Ziekten van spijsverteringsstelsel (K00-K95);K58;prikkelbaredarmsyndroom;864;4372
XI - Ziekten van spijsverteringsstelsel (K00-K95);K59;andere intestinale functiestoornissen;4985;6059
XI - Ziekten van spijsverteringsstelsel (K00-K95);K60;fissuur en fistel van anaal en rectaal gebied;1533;4305
XI - Ziekten van spijsverteringsstelsel (K00-K95);K61;abces van anaal en rectaal gebied;2397;1199
XI - Ziekten van spijsverteringsstelsel (K00-K95);K62;andere ziekten van anus en rectum;2327;7182
XI - Ziekten van spijsverteringsstelsel (K00-K95);K63;andere darmziekte;1373;9155
XI - Ziekten van spijsverteringsstelsel (K00-K95);K64;hemorroïden en perianale veneuze trombose;3700;10414
XI - Ziekten van spijsverteringsstelsel (K00-K95);K65;peritonitis;726;24
XI - Ziekten van spijsverteringsstelsel (K00-K95);K66;andere stoornissen van peritoneum;596;185
XI - Ziekten van spijsverteringsstelsel (K00-K95);K67;stoornissen van peritoneum bij elders geclassificeerde infectieziekten;0;0
XI - Ziekten van spijsverteringsstelsel (K00-K95);K68;stoornissen van retroperitoneum;244;8
XI - Ziekten van spijsverteringsstelsel (K00-K95);K70;alcoholische leverziekte;4664;430
XI - Ziekten van spijsverteringsstelsel (K00-K95);K71;toxische leverziekte;427;57
