hfdst;icd_code;diagnose;klass_hosp;dag_hosp
5 - Mentale aandoeningen (290-319);313;Stoornissen van de emoties specifiek voor kinderleeftijd of adolescentie;152;< 5
5 - Mentale aandoeningen (290-319);314;Hyperkinetisch syndroom van de kinderleeftijd;55;7
5 - Mentale aandoeningen (290-319);315;Specifieke vertraging in ontwikkeling;301;307
5 - Mentale aandoeningen (290-319);316;Psychische factoren verband houdend met elders geclassificeerde ziekten;66;0
5 - Mentale aandoeningen (290-319);317;Lichte zwakzinnigheid;21;5
5 - Mentale aandoeningen (290-319);318;Andere gespecificeerde vorm van zwakzinnigheid;37;9
5 - Mentale aandoeningen (290-319);319;Niet gespecificeerde zwakzinnigheid;58;36
5 - Mentale aandoeningen (290-319);;;39122;2117
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);320;Bacteriële meningitis;291;0
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);321;Meningitis door andere organismen;< 5;0
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);322;Meningitis door niet gespecificeerde oorzaak;113;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);323;Encefalitis, myelitis en encefalomyelitis;255;15
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);324;Intracraniaal en intraspinaal abces;106;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);325;Flebitis en tromboflebitis van intracraniale veneuze sinussen;86;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);326;Late gevolgen van intracraniaal abces of pyogene infectie;5;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);327;Organische slaapstoornissen;52757;696
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);330;Cerebrale degeneraties gewoonlijk optredend op de kinderleeftijd;51;6
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);331;Andere cerebrale degeneraties;9051;56
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);332;Ziekte van Parkinson;2597;29
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);333;Andere extrapiramidale ziekten en abnormale bewegingsstoornissen;1813;26
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);334;Spinocerebellaire ziekten;181;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);335;Ziekten van voorhoorncellen;612;13
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);336;Andere ziekten van het ruggenmerg;144;28
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);337;Aandoeningen van het autonome zenuwstelsel;271;202
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);338;Pijn, niet elders geclassificeerd;5462;107562
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);339;Andere hoofdpijn syndromen;1008;145
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);340;Multiple sclerose;2092;436
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);341;Andere demyeliniserende ziekten van het centraal zenuwstelsel;238;28
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);342;Hemiplegie en hemiparese;256;24
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);343;Cerebrale infantiele paralyse;247;231
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);344;Andere paralytische syndromen;481;57
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);345;Epilepsie;14323;219
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);346;Migraine;2843;23
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);347;Kataplexie en narcolepsie;121;< 5
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);348;Andere aandoeningen van de hersenen;1084;89
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);349;Andere en niet gespecificeerde aandoeningen van het zenuwstelsel;846;113
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);350;Aandoeningen van de nervus trigeminus (vijfde hersenzenuw);522;177
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);351;Aandoeningen van de nervus facialis (zevende hersenzenuw);476;29
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);352;Aandoeningen van andere hersenzenuwen;59;10
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);353;Aandoeningen van ruggenmergswortels en plexus;513;422
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);354;Mononeuritis van de bovenste extremiteit en mononeuritis multiplex;1245;33789
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);355;Mononeuritis van onderste extremiteit;691;1440
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);356;Hereditaire of idiopathische perifere zenuwaandoening;701;72
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);357;Inflammatoire en toxische neuropathie;2017;212
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);358;Neuromusculaire aandoeningen;308;27
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);359;Spierdystrofieën en andere myopathieën;353;35
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);360;Aandoeningen van de oogbol;205;110
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);361;Netvliesloslating en netvliesdefecten;2202;889
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);362;Andere netvliesaandoeningen;1690;991
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);363;Chorioretinale ontstekingen, littekens en andere aandoeningen van het choroïd;24;14
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);364;Aandoeningen van iris en corpus ciliare;91;141
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);365;Glaucoom;950;1049
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);366;Cataract;3297;118005
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);367;Stoornissen van refractie en accommodatie;17;176
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);368;Visuele stoornissen;449;48
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);369;Blindheid en slechtziendheid;65;218
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);370;Keratitis;253;26
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);371;Cornea troebeling en andere aandoeningen van de cornea;494;184
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);372;Aandoeningen van de conjunctiva;111;707
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);373;Ontstekingen van de oogleden;109;612
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);374;Andere aandoeningen van de oogleden;273;9121
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);375;Aandoeningen van het traanapparaat;373;1228
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);376;Aandoeningen van de orbita;351;46
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);377;Aandoeningen van nervus opticus en optische banen;374;20
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);378;Strabismus en andere stoornissen van de binoculaire bewegingen;333;3631
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);379;Andere oogaandoeningen;1262;1154
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);380;Aandoeningen van het uitwendige oor;337;768
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);381;Niet-etterige otitis media en aandoeningen van de buis van Eustachius;605;17811
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);382;Etterige en niet gespecificeerde vormen van otitis media;1653;4875
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);383;Mastoïditis en verwante aandoeningen;387;39
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);384;Andere aandoeningen van het trommelvlies;1380;1192
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);385;Andere aandoeningen van middenoor en mastoïd;1338;481
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);386;Duizeligheidssyndromen en andere aandoeningen van het vestibulair systeem;4111;134
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);387;Otosclerose;636;53
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);388;Andere aandoeningen van het gehoororgaan;226;251
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);389;Gehoorverlies;756;451
6 - Ziekten van zenuwstelsel en zintuiglijke organen (320-389);;;128572;310646
7 - Ziekten van het circulatoir systeem (390-459);390;Acuut gewrichtsreuma zonder vermelding van hartaandoening;17;< 5
7 - Ziekten van het circulatoir systeem (390-459);391;Acuut gewrichtsreuma met hartaandoening;15;< 5
7 - Ziekten van het circulatoir systeem (390-459);392;Reumatische chorea;< 5;0
7 - Ziekten van het circulatoir systeem (390-459);393;Chronische reumatische pericarditis;< 5;0
7 - Ziekten van het circulatoir systeem (390-459);394;Reumatische aandoeningen van de mitraalklep;129;5
7 - Ziekten van het circulatoir systeem (390-459);395;Aandoeningen van de aortaklep;35;< 5
7 - Ziekten van het circulatoir systeem (390-459);396;Reumatische aandoeningen van de mitraal- en aortakleppen;63;13
7 - Ziekten van het circulatoir systeem (390-459);397;Reumatische aandoeningen van andere endocard structuren;7;0
7 - Ziekten van het circulatoir systeem (390-459);398;Andere reumatische hartaandoeningen;38;0
7 - Ziekten van het circulatoir systeem (390-459);401;Essentiele hypertensie;2410;63
7 - Ziekten van het circulatoir systeem (390-459);402;Hypertensieve hartziekte;1365;22
7 - Ziekten van het circulatoir systeem (390-459);403;Hypertensieve chronische nierziekte;2267;158
7 - Ziekten van het circulatoir systeem (390-459);404;Hypertensieve hartziekte en hypertensieve chronische nierziekte;1713;24
7 - Ziekten van het circulatoir systeem (390-459);405;Secundaire hypertensie;59;< 5
7 - Ziekten van het circulatoir systeem (390-459);410;Acuut myocard infarct;17925;719
7 - Ziekten van het circulatoir systeem (390-459);411;Andere acute en subacute vormen van ischemische hartziekte;1416;207
7 - Ziekten van het circulatoir systeem (390-459);412;Oud myocard infarct;19;< 5
7 - Ziekten van het circulatoir systeem (390-459);413;Angina pectoris;2418;559
7 - Ziekten van het circulatoir systeem (390-459);414;Andere vormen van chronische ischemische hartziekte;35163;9899
7 - Ziekten van het circulatoir systeem (390-459);415;Acute pulmonale hartziekte;5487;16
7 - Ziekten van het circulatoir systeem (390-459);416;Chronische pulmonale hartziekte;933;46
7 - Ziekten van het circulatoir systeem (390-459);417;Andere ziekten van de pulmonale circulatie;28;< 5
7 - Ziekten van het circulatoir systeem (390-459);420;Acute pericarditis;1295;7
7 - Ziekten van het circulatoir systeem (390-459);421;Acute en subacute endocarditis;416;< 5
7 - Ziekten van het circulatoir systeem (390-459);422;Acute myocarditis;244;8
7 - Ziekten van het circulatoir systeem (390-459);423;Andere ziekten van het pericard;763;18
7 - Ziekten van het circulatoir systeem (390-459);424;Andere ziekten van het endocard;7642;700
7 - Ziekten van het circulatoir systeem (390-459);425;Cardiomyopathie;1164;176
7 - Ziekten van het circulatoir systeem (390-459);426;Geleidingsstoornissen;4497;128
7 - Ziekten van het circulatoir systeem (390-459);427;Cardiale dysritmieën;35336;5754
7 - Ziekten van het circulatoir systeem (390-459);428;Hartfalen;24228;189
7 - Ziekten van het circulatoir systeem (390-459);429;Slecht omschreven ziektebeelden en complicaties van hartziekte;952;142
7 - Ziekten van het circulatoir systeem (390-459);430;Subarachnoïdale hemorragie;967;27
7 - Ziekten van het circulatoir systeem (390-459);431;Intracerebrale hemorragie;2707;15
7 - Ziekten van het circulatoir systeem (390-459);432;Andere en niet gespecificeerde intracraniale hemorragieën;1025;10
7 - Ziekten van het circulatoir systeem (390-459);433;Afsluiting (occlusie) en stenose van precerebrale arteriën;5091;95
7 - Ziekten van het circulatoir systeem (390-459);434;Afsluiting (occlusie) van cerebrale arteriën;15678;11
7 - Ziekten van het circulatoir systeem (390-459);435;Passagère (transiënte) cerebrale ischemie;7206;50
7 - Ziekten van het circulatoir systeem (390-459);436;Acute, maar slecht omschreven cerebrovasculaire ziekte;75;< 5
7 - Ziekten van het circulatoir systeem (390-459);437;Andere en slecht omschreven cerebrovasculaire ziekten;2445;284
7 - Ziekten van het circulatoir systeem (390-459);438;Late gevolgen van cerebrovasculaire ziekte;1061;61
7 - Ziekten van het circulatoir systeem (390-459);440;Atherosclerose;18614;1432
7 - Ziekten van het circulatoir systeem (390-459);441;Aneurysma en dissectie van de aorta;2847;80
7 - Ziekten van het circulatoir systeem (390-459);442;Andere aneurysmata;751;59
7 - Ziekten van het circulatoir systeem (390-459);443;Andere perifere vaatziekten;351;79
7 - Ziekten van het circulatoir systeem (390-459);444;Arteriële embolie en trombose;2229;63
7 - Ziekten van het circulatoir systeem (390-459);445;Atheroembolie;48;< 5
7 - Ziekten van het circulatoir systeem (390-459);446;Polyarteriitis nodosa en verwante aandoeningen;787;292
7 - Ziekten van het circulatoir systeem (390-459);447;Andere stoornissen van arteriën en arteriolen;525;177
7 - Ziekten van het circulatoir systeem (390-459);448;Ziekte van de capillairen;92;286
7 - Ziekten van het circulatoir systeem (390-459);449;Septische arteriële embolie;< 5;0
7 - Ziekten van het circulatoir systeem (390-459);451;Flebitis en tromboflebitis;1145;40
7 - Ziekten van het circulatoir systeem (390-459);452;Vena portae trombose;110;9
7 - Ziekten van het circulatoir systeem (390-459);453;Andere veneuze embolieën en trombose;923;96
7 - Ziekten van het circulatoir systeem (390-459);454;Varices van de onderste extremiteiten;2776;21731
7 - Ziekten van het circulatoir systeem (390-459);455;Hemorroïden;4006;9086
7 - Ziekten van het circulatoir systeem (390-459);456;Varices met andere lokalisaties;286;1981
7 - Ziekten van het circulatoir systeem (390-459);457;Niet-infectieuze stoornissen van de lymfewegen;520;36
7 - Ziekten van het circulatoir systeem (390-459);458;Hypotensie;4118;6
7 - Ziekten van het circulatoir systeem (390-459);459;Andere stoornissen van het circulatoir systeem;1409;2828
7 - Ziekten van het circulatoir systeem (390-459);;;225843;57706
8 - Ziekten van het respiratoir stelsel (460-519);460;Acute nasofaryngitis (gewone verkoudheid);1411;< 5
8 - Ziekten van het respiratoir stelsel (460-519);461;Acute sinusitis;729;73
8 - Ziekten van het respiratoir stelsel (460-519);462;Acute faryngitis;1419;16
8 - Ziekten van het respiratoir stelsel (460-519);463;Acute tonsillitis;2988;400
8 - Ziekten van het respiratoir stelsel (460-519);464;Acute laryngitis en tracheïtis;694;104
8 - Ziekten van het respiratoir stelsel (460-519);465;Acute bovenste luchtweginfecties van multipele of niet gespecificeerde lokalisaties;3069;125
8 - Ziekten van het respiratoir stelsel (460-519);466;Acute bronchitis en bronchiolitis;19348;118
8 - Ziekten van het respiratoir stelsel (460-519);470;Deviatie van het neusseptum;5556;3448
8 - Ziekten van het respiratoir stelsel (460-519);471;Neuspoliepen;853;427
8 - Ziekten van het respiratoir stelsel (460-519);472;Chronische faryngitis en nasofaryngitis;214;277
8 - Ziekten van het respiratoir stelsel (460-519);473;Chronische sinusitis;3942;2619
8 - Ziekten van het respiratoir stelsel (460-519);474;Chronische ziekte van tonsillen en adenoïden;6199;27010
8 - Ziekten van het respiratoir stelsel (460-519);475;Peritonsillair abces;1447;70
8 - Ziekten van het respiratoir stelsel (460-519);476;Chronische laryngitis en laryngotracheitis;18;56
8 - Ziekten van het respiratoir stelsel (460-519);477;Allergische rhinitis;73;49
8 - Ziekten van het respiratoir stelsel (460-519);478;Andere ziekten van de bovenste luchtwegen;3099;4989
8 - Ziekten van het respiratoir stelsel (460-519);480;Virale pneumonie;1158;< 5
8 - Ziekten van het respiratoir stelsel (460-519);481;Pneumokokken pneumonie (streptococcus pneumoniaepneumonie);1173;13
8 - Ziekten van het respiratoir stelsel (460-519);482;Andere bacteriële pneumonieën;5023;53
8 - Ziekten van het respiratoir stelsel (460-519);483;Pneumonie door andere gespecificeerde organismen;1650;6
8 - Ziekten van het respiratoir stelsel (460-519);484;Pneumonie bij elders geclassificeerde infectieziekten;7;< 5
8 - Ziekten van het respiratoir stelsel (460-519);485;Bronchopneumonie, (oorzakelijk) organisme niet gespecificeerd;6312;29
8 - Ziekten van het respiratoir stelsel (460-519);486;Pneumonie, (oorzakelijk) organisme niet gespecificeerd;20214;174
8 - Ziekten van het respiratoir stelsel (460-519);487;Influenza;1943;6
8 - Ziekten van het respiratoir stelsel (460-519);488;Influenza door bepaalde geïdentificeerde influenzavirussen;122;0
8 - Ziekten van het respiratoir stelsel (460-519);490;Bronchitis, niet gespecificeerd als acuut of chronisch;1176;160
8 - Ziekten van het respiratoir stelsel (460-519);491;Chronische bronchitis;28020;638
8 - Ziekten van het respiratoir stelsel (460-519);492;Emfyseem;162;20
8 - Ziekten van het respiratoir stelsel (460-519);493;Astma;6505;122
8 - Ziekten van het respiratoir stelsel (460-519);494;Bronchiëctasie;695;196
8 - Ziekten van het respiratoir stelsel (460-519);495;Extrinsieke allergische alveolitis;111;28
8 - Ziekten van het respiratoir stelsel (460-519);496;Chronische luchtwegobstructie, niet elders geclassificeerd;8;17
8 - Ziekten van het respiratoir stelsel (460-519);500;Mijnwerkers pneumoconiose;72;31
8 - Ziekten van het respiratoir stelsel (460-519);501;Asbestose;25;5
8 - Ziekten van het respiratoir stelsel (460-519);502;Pneumoconiose door andere siliciumvormen of silicaten;22;7
8 - Ziekten van het respiratoir stelsel (460-519);503;Pneumoconiose door ander anorganisch stof;< 5;0
8 - Ziekten van het respiratoir stelsel (460-519);504;Pneumopathie door inhalatie van ander stof;< 5;0
8 - Ziekten van het respiratoir stelsel (460-519);505;Pneumoconiose, niet gespecificeerd;6;0
8 - Ziekten van het respiratoir stelsel (460-519);506;Respiratoire aandoeningen door chemische rook en dampen;41;6
8 - Ziekten van het respiratoir stelsel (460-519);507;Pneumonitis door vaste stoffen en vloeistoffen;3522;8
8 - Ziekten van het respiratoir stelsel (460-519);508;Respiratoire aandoeningen door andere en niet gespecificeerde externe agentia;133;21
8 - Ziekten van het respiratoir stelsel (460-519);510;Empyeem;360;23
8 - Ziekten van het respiratoir stelsel (460-519);511;Pleuritis;2565;115
8 - Ziekten van het respiratoir stelsel (460-519);512;Pneumothorax;2018;< 5
8 - Ziekten van het respiratoir stelsel (460-519);513;Abces van long en mediastinum;257;23
8 - Ziekten van het respiratoir stelsel (460-519);514;Longstuwing en hypostase;30;< 5
8 - Ziekten van het respiratoir stelsel (460-519);515;Postinflammatoire longfibrose;634;78
8 - Ziekten van het respiratoir stelsel (460-519);516;Andere alveolaire en parieto-alveolaire pneumopathieën;833;61
8 - Ziekten van het respiratoir stelsel (460-519);517;Longaantasting bij elders geclassificeerde aandoeningen;< 5;< 5
8 - Ziekten van het respiratoir stelsel (460-519);518;Andere longziekten;3724;927
8 - Ziekten van het respiratoir stelsel (460-519);519;Andere ziekten van het respiratoir systeem;2877;604
8 - Ziekten van het respiratoir stelsel (460-519);;;142465;43161
9 - Ziekten van spijsverteringsstelsel (520-579);520;Stoornissen van tandontwikkeling en tanddoorbraak;466;67397
9 - Ziekten van spijsverteringsstelsel (520-579);521;Ziekten van de harde tandweefsels;489;22979
9 - Ziekten van spijsverteringsstelsel (520-579);522;Ziekten van tandpulpa en periapicale weefsels;823;11314
9 - Ziekten van spijsverteringsstelsel (520-579);523;Gingivale en periodontale ziekten;289;2044
9 - Ziekten van spijsverteringsstelsel (520-579);524;Dentofaciale anomalieën, inclusief malocclusies;3578;5870
9 - Ziekten van spijsverteringsstelsel (520-579);525;Andere ziekten en aandoeningen van de tanden en het parodontium;565;15461
9 - Ziekten van spijsverteringsstelsel (520-579);526;Ziekten van boven- en onderkaak (de kaken);563;22041
9 - Ziekten van spijsverteringsstelsel (520-579);527;Ziekten van de speekselklieren;703;510
9 - Ziekten van spijsverteringsstelsel (520-579);528;Ziekten van de weke delen van de mond, behalve aandoeningen specifiek voor gingiva en tong;1573;2600
9 - Ziekten van spijsverteringsstelsel (520-579);529;Ziekten en andere aandoeningen van de tong;82;279
9 - Ziekten van spijsverteringsstelsel (520-579);530;Ziekten van de oesophagus;9639;17358
9 - Ziekten van spijsverteringsstelsel (520-579);531;Ulcus ventriculi;2566;831
9 - Ziekten van spijsverteringsstelsel (520-579);532;Ulcus duodeni;1752;262
9 - Ziekten van spijsverteringsstelsel (520-579);533;Ulcus pepticum, lokalisatie niet gespecificeerd;60;6
9 - Ziekten van spijsverteringsstelsel (520-579);534;Ulcus gastrojejunalis;407;134
9 - Ziekten van spijsverteringsstelsel (520-579);535;Gastritis en duodenitis;4715;10218
9 - Ziekten van spijsverteringsstelsel (520-579);536;Stoornissen van de maagfunctie;2474;1375
9 - Ziekten van spijsverteringsstelsel (520-579);537;Andere stoornissen van maag en duodenum;1168;857
9 - Ziekten van spijsverteringsstelsel (520-579);538;Gastro-intestinale mucositis (ulceratieve);18;< 5
9 - Ziekten van spijsverteringsstelsel (520-579);540;Acute appendicitis;13504;63
9 - Ziekten van spijsverteringsstelsel (520-579);541;Niet gekwalificeerde appendicitis;442;18
9 - Ziekten van spijsverteringsstelsel (520-579);542;Andere appendicitis;299;23
9 - Ziekten van spijsverteringsstelsel (520-579);543;Andere ziekten van de appendix;295;24
9 - Ziekten van spijsverteringsstelsel (520-579);550;Hernia inguinalis;14485;8971
9 - Ziekten van spijsverteringsstelsel (520-579);551;Andere hernia's van de abdominale holte, met gangreen;104;5
9 - Ziekten van spijsverteringsstelsel (520-579);552;Andere hernia's van de abdominale holte, met obstructie maar zonder vermelding van gangreen;1805;165
9 - Ziekten van spijsverteringsstelsel (520-579);553;Andere hernia's van de abdominale holte, zonder vermelding van obstructie of gangreen;10619;6500
9 - Ziekten van spijsverteringsstelsel (520-579);555;Enteritis regionalis;2604;4760
9 - Ziekten van spijsverteringsstelsel (520-579);556;Ulceratieve colitis;1222;2659
9 - Ziekten van spijsverteringsstelsel (520-579);557;Vasculaire insufficiëntie van de darm;2199;126
9 - Ziekten van spijsverteringsstelsel (520-579);558;Andere en niet gespecificeerde niet-infectieuze gastro-enteritis en colitis;9461;2496
9 - Ziekten van spijsverteringsstelsel (520-579);560;Darmobstructie zonder vermelding van hernia;12092;438
9 - Ziekten van spijsverteringsstelsel (520-579);562;Darmdivertikels;12309;15540
9 - Ziekten van spijsverteringsstelsel (520-579);564;Functionele digestieve stoornissen, niet elders geclassificeerd;6406;10324
9 - Ziekten van spijsverteringsstelsel (520-579);565;Fissura ani en fistula ani;1855;4141
9 - Ziekten van spijsverteringsstelsel (520-579);566;Abces van de anale en rectale regio's;2329;898
9 - Ziekten van spijsverteringsstelsel (520-579);567;Peritonitis en retroperitoneale infecties;810;17
9 - Ziekten van spijsverteringsstelsel (520-579);568;Andere stoornissen van het peritoneum;840;198
9 - Ziekten van spijsverteringsstelsel (520-579);569;Andere stoornissen van de darm;4249;6612
9 - Ziekten van spijsverteringsstelsel (520-579);570;Acute en subacute levernecrose;303;6
9 - Ziekten van spijsverteringsstelsel (520-579);571;Chronische leverziekte en cirrose;5038;941
9 - Ziekten van spijsverteringsstelsel (520-579);572;Leverabces en sequelen van chronische leverziekte;1184;148
9 - Ziekten van spijsverteringsstelsel (520-579);573;Andere stoornissen van de lever;736;143
9 - Ziekten van spijsverteringsstelsel (520-579);574;Cholelithiasis;26249;1586
9 - Ziekten van spijsverteringsstelsel (520-579);575;Andere stoornissen van de galblaas;3159;275
9 - Ziekten van spijsverteringsstelsel (520-579);576;Andere stoornissen van de galwegen;2522;318
9 - Ziekten van spijsverteringsstelsel (520-579);577;Ziekten van de pancreas;7465;856
9 - Ziekten van spijsverteringsstelsel (520-579);578;Gastro-intestinale hemorragie;2224;1098
9 - Ziekten van spijsverteringsstelsel (520-579);579;Absorptiestoornissen van de darm;471;480
9 - Ziekten van spijsverteringsstelsel (520-579);;;179210;251368
10 - Ziekten van urogenitaal stelsel (580-629);580;Acute glomerulonefritis;147;23
10 - Ziekten van urogenitaal stelsel (580-629);581;Nefrotisch syndroom;426;73
10 - Ziekten van urogenitaal stelsel (580-629);582;Chronische glomerulonefritis;132;19
10 - Ziekten van urogenitaal stelsel (580-629);583;Nefritis en nefropathie, niet gespecificeerd als acuut of chronisch;356;60
10 - Ziekten van urogenitaal stelsel (580-629);584;Acute nierinsufficiëntie;1240;8
10 - Ziekten van urogenitaal stelsel (580-629);585;Chronische nierinsufficiëntie;2835;247
10 - Ziekten van urogenitaal stelsel (580-629);586;Niet gespecificeerde nierinsufficiëntie;21;< 5
10 - Ziekten van urogenitaal stelsel (580-629);587;Niet gespecificeerde nefrosclerose;41;5
10 - Ziekten van urogenitaal stelsel (580-629);588;Aandoeningen als gevolg van verminderde nierfunctie;68;< 5
10 - Ziekten van urogenitaal stelsel (580-629);589;Renale hypoplasie door onbekende oorzaak;0;0
10 - Ziekten van urogenitaal stelsel (580-629);590;Nierinfecties;8676;35
10 - Ziekten van urogenitaal stelsel (580-629);591;Hydronefrose;667;234
10 - Ziekten van urogenitaal stelsel (580-629);592;Niersteen en uretersteen;17877;14523
10 - Ziekten van urogenitaal stelsel (580-629);593;Andere aandoeningen van nier en ureter;2653;723
10 - Ziekten van urogenitaal stelsel (580-629);594;Stenen van de lagere urinewegen;648;495
10 - Ziekten van urogenitaal stelsel (580-629);595;Cystitis;2530;745
10 - Ziekten van urogenitaal stelsel (580-629);596;Andere aandoeningen van de blaas;2314;3114
10 - Ziekten van urogenitaal stelsel (580-629);597;Urethritis, niet overgebracht door geslachtsverkeer, urethraal syndroom;83;132
10 - Ziekten van urogenitaal stelsel (580-629);598;Urethrastrictuur;2038;4077
10 - Ziekten van urogenitaal stelsel (580-629);599;Andere aandoeningen van urethra en andere urinewegen;12848;2909
10 - Ziekten van urogenitaal stelsel (580-629);600;Hyperplasie van de prostaat;9486;4655
10 - Ziekten van urogenitaal stelsel (580-629);601;Inflammatoire ziekten van de prostaat;1711;510
10 - Ziekten van urogenitaal stelsel (580-629);602;Andere aandoeningen van de prostaat;137;378
10 - Ziekten van urogenitaal stelsel (580-629);603;Hydrocele;766;1316
10 - Ziekten van urogenitaal stelsel (580-629);604;Orchitis en epididymitis;711;96
10 - Ziekten van urogenitaal stelsel (580-629);605;Overtollig preputium en phimosis;360;19783
10 - Ziekten van urogenitaal stelsel (580-629);606;Infertiliteit van de man;14;467
10 - Ziekten van urogenitaal stelsel (580-629);607;Aandoeningen van de penis;596;778
10 - Ziekten van urogenitaal stelsel (580-629);608;Andere aandoeningen van de mannelijke geslachtsorganen;1126;1499
10 - Ziekten van urogenitaal stelsel (580-629);610;Benigne dysplasieën van de borst;332;573
10 - Ziekten van urogenitaal stelsel (580-629);611;Andere aandoeningen van de borst;4774;1775
10 - Ziekten van urogenitaal stelsel (580-629);612;Vormafwijking en misvorming van een gereconstrueerde borst;408;380
10 - Ziekten van urogenitaal stelsel (580-629);614;Ontstekingsprocessen van ovarium, eileider, weke delen van het bekken en peritoneum;1365;334
10 - Ziekten van urogenitaal stelsel (580-629);615;Inflammatoire aandoeningen van de uterus, behalve de cervix;117;177
10 - Ziekten van urogenitaal stelsel (580-629);616;Inflammatoire aandoening van cervix, vagina en vulva;676;1206
10 - Ziekten van urogenitaal stelsel (580-629);617;Endometriose;3648;1161
10 - Ziekten van urogenitaal stelsel (580-629);618;Prolaps van geslachtsorganen;5968;194
10 - Ziekten van urogenitaal stelsel (580-629);619;Fistel van vrouwelijke geslachtsorganen;251;57
10 - Ziekten van urogenitaal stelsel (580-629);620;Niet-inflammatoire aandoeningen van ovarium, eileider en ligamentum latum;2769;766
10 - Ziekten van urogenitaal stelsel (580-629);621;Aandoeningen van de uterus, niet elders geclassificeerd;1610;8082
10 - Ziekten van urogenitaal stelsel (580-629);622;Niet-inflammatoire aandoeningen van de cervix;423;4136
